"","station","station_id","line_name","entry_exits_period","mean_hourly_entries","mean_hourly_exits"
"1844","MONTROSE AVE","L13","L","8:12",508.65,154.675
"1845","MORGAN AVE","L14","L","0:4",81.825,62.475
"1846","MORGAN AVE","L14","L","12:16",333.925,100.425
"1847","MORGAN AVE","L14","L","16:20",443.75,149.675
"1848","MORGAN AVE","L14","L","20:0",257.1,161.4
"1849","MORGAN AVE","L14","L","4:8",98.775,55.875
"1850","MORGAN AVE","L14","L","8:12",459.4,118.3
"1851","MORRIS PARK","505","5","0:4",16.225,83.125
"1852","MORRIS PARK","505","5","12:16",81.35,87.525
"1853","MORRIS PARK","505","5","16:20",53.925,231.5
"1854","MORRIS PARK","505","5","4:8",180.325,14.975
"1855","MORRIS PARK","505","5","8:12",141.525,44.075
"1856","MORRISON AVE","610","6","0:4",27.75,120.95
"1857","MORRISON AVE","610","6","12:16",271.8,180.65
"1858","MORRISON AVE","610","6","16:20",248.675,434.675
"1859","MORRISON AVE","610","6","20:0",115.925,299.4
"1860","MORRISON AVE","610","6","4:8",278.3,50.4
"1861","MORRISON AVE","610","6","8:12",498.525,137.55
"1862","MOSHOLU PARKWAY","402","4","0:4",180.425,106.2
"1863","MOSHOLU PARKWAY","402","4","12:16",505.8,128.95
"1864","MOSHOLU PARKWAY","402","4","16:20",449.4,171.2
"1865","MOSHOLU PARKWAY","402","4","4:8",407.85,56.225
"1866","MOSHOLU PARKWAY","402","4","8:12",436.325,133.325
"1867","MT EDEN AVE","411","4","0:4",35.3,77.775
"1868","MT EDEN AVE","411","4","12:16",256.95,152.75
"1869","MT EDEN AVE","411","4","16:20",287.075,280.55
"1870","MT EDEN AVE","411","4","20:0",123.675,185.075
"1871","MT EDEN AVE","411","4","4:8",156.175,46.4
"1872","MT EDEN AVE","411","4","8:12",422.625,175.85
"1873","MYRTLE AVE","M11","JMZ","0:4",271.625,457.125
"1874","MYRTLE AVE","M11","JMZ","12:16",493.375,277.025
"1875","MYRTLE AVE","M11","JMZ","16:20",478.075,564.075
"1876","MYRTLE AVE","M11","JMZ","4:8",402.675,81.8
"1877","MYRTLE AVE","M11","JMZ","8:12",794.475,154.175
"1878","MYRTLE-WILLOUGH","G32","G","0:4",110.825,200.75
"1879","MYRTLE-WILLOUGH","G32","G","12:16",252.375,105.825
"1880","MYRTLE-WILLOUGH","G32","G","16:20",234.85,250.325
"1881","MYRTLE-WILLOUGH","G32","G","4:8",216.825,46
"1882","MYRTLE-WILLOUGH","G32","G","8:12",414.025,67.325
"1883","NASSAU AV","G28","G","0:4",70.875,43.6
"1884","NASSAU AV","G28","G","12:16",317.583333333333,164.888888888889
"1885","NASSAU AV","G28","G","16:20",517.325,385.95
"1886","NASSAU AV","G28","G","20:0",233.825,232.2
"1887","NASSAU AV","G28","G","4:8",108.575,38.325
"1888","NASSAU AV","G28","G","8:12",704.5,164.05
"1889","NECK ROAD","D38","Q","0:4",10.325,11.375
"1890","NECK ROAD","D38","Q","12:16",139.175,28.825
"1891","NECK ROAD","D38","Q","16:20",135.125,116.35
"1892","NECK ROAD","D38","Q","20:0",58.725,63.6
"1893","NECK ROAD","D38","Q","4:8",98.7,3.8
"1894","NECK ROAD","D38","Q","8:12",456.775,21.075
"1895","NEPTUNE AVE","F39","F","0:4",21.025,13.975
"1896","NEPTUNE AVE","F39","F","12:16",88.375,22.6
"1897","NEPTUNE AVE","F39","F","16:20",62.4,42.525
"1898","NEPTUNE AVE","F39","F","4:8",83.525,16.575
"1899","NEPTUNE AVE","F39","F","8:12",94.35,21.05
"1900","NEREID AVE","204","25","0:4",70.25,46.4
"1901","NEREID AVE","204","25","12:16",161.9,68.875
"1902","NEREID AVE","204","25","16:20",145.825,112.65
"1903","NEREID AVE","204","25","4:8",251.525,23.575
"1904","NEREID AVE","204","25","8:12",180.65,53.1
"1905","NEVINS ST","234","2345","0:4",70.725,58.275
"1906","NEVINS ST","234","2345","12:16",503.4,452.075
"1907","NEVINS ST","234","2345","16:20",875.6,555.85
"1908","NEVINS ST","234","2345","20:0",314.525,233.45
"1909","NEVINS ST","234","2345","4:8",63.3,134.225
"1910","NEVINS ST","234","2345","8:12",437.175,662.7
"1911","NEW LOTS AVE","257","34","0:4",58.825,81.3
"1912","NEW LOTS AVE","257","34","12:16",273.1,171.675
"1913","NEW LOTS AVE","257","34","16:20",289.15,338.85
"1914","NEW LOTS AVE","257","34","20:0",139.833333333333,202.583333333333
"1915","NEW LOTS AVE","257","34","4:8",220.2,54
"1916","NEW LOTS AVE","257","34","8:12",522.55,131.875
"1917","NEW LOTS AVE","L27","L","0:4",134.225,213.6
"1918","NEW LOTS AVE","L27","L","12:16",197.425,216.425
"1919","NEW LOTS AVE","L27","L","16:20",207.025,379
"1920","NEW LOTS AVE","L27","L","4:8",310.775,96.575
"1921","NEW LOTS AVE","L27","L","8:12",276.675,144.65
"1922","NEW UTRECHT AVE","N04","DN","0:4",67.625,187.875
"1923","NEW UTRECHT AVE","N04","DN","12:16",237.1,200.25
"1924","NEW UTRECHT AVE","N04","DN","16:20",274.65,385.3
"1925","NEW UTRECHT AVE","N04","DN","4:8",246.675,88.75
"1926","NEW UTRECHT AVE","N04","DN","8:12",351.25,223.325
"1927","NEWKIRK PLAZA","D31","BQ","0:4",150.75,451.9
"1928","NEWKIRK PLAZA","D31","BQ","12:16",458,426.575
"1929","NEWKIRK PLAZA","D31","BQ","16:20",376.6,868.675
"1930","NEWKIRK PLAZA","D31","BQ","4:8",490.075,85.775
"1931","NEWKIRK PLAZA","D31","BQ","8:12",773.85,223
"1932","NORTHERN BLVD","G16","EMR","0:4",98.75,217.975
"1933","NORTHERN BLVD","G16","EMR","12:16",318.375,261.025
"1934","NORTHERN BLVD","G16","EMR","16:20",347.85,513.7
"1935","NORTHERN BLVD","G16","EMR","4:8",358.25,135.225
"1936","NORTHERN BLVD","G16","EMR","8:12",521.925,175.925
"1937","NORWOOD AVE","J21","JZ","0:4",67.275,158.675
"1938","NORWOOD AVE","J21","JZ","12:16",149.075,165.525
"1939","NORWOOD AVE","J21","JZ","16:20",125.5,303.875
"1940","NORWOOD AVE","J21","JZ","4:8",226.575,55.425
"1941","NORWOOD AVE","J21","JZ","8:12",200.9,89.15
"1942","NORWOOD-205 ST","D01","D","0:4",152.675,372.275
"1943","NORWOOD-205 ST","D01","D","12:16",358.9,251.95
"1944","NORWOOD-205 ST","D01","D","16:20",309.225,561.2
"1945","NORWOOD-205 ST","D01","D","4:8",540.825,91.725
"1946","NORWOOD-205 ST","D01","D","8:12",525.125,155.8
"1947","NOSTRAND AVE","248","34","0:4",31.5,96.425
"1948","NOSTRAND AVE","248","34","12:16",191.625,136.6
"1949","NOSTRAND AVE","248","34","16:20",238.95,300.675
"1950","NOSTRAND AVE","248","34","20:0",119.225,244.375
"1951","NOSTRAND AVE","248","34","4:8",70.8,35.5
"1952","NOSTRAND AVE","248","34","8:12",298,154.7
"1953","NOSTRAND AVE","A46","AC","0:4",96.925,198.95
"1954","NOSTRAND AVE","A46","AC","12:16",795.25,453.975
"1955","NOSTRAND AVE","A46","AC","16:20",890.9,907.575
"1956","NOSTRAND AVE","A46","AC","20:0",485.725,675.65
"1957","NOSTRAND AVE","A46","AC","4:8",232.9,110.275
"1958","NOSTRAND AVE","A46","AC","8:12",1318.825,480.325
"1959","OCEAN PARKWAY","D41","Q","0:4",10.6,19.4
"1960","OCEAN PARKWAY","D41","Q","12:16",143.7,70.45
"1961","OCEAN PARKWAY","D41","Q","16:20",151.2,126.125
"1962","OCEAN PARKWAY","D41","Q","20:0",48.55,72.35
"1963","OCEAN PARKWAY","D41","Q","4:8",54.35,8.175
"1964","OCEAN PARKWAY","D41","Q","8:12",221.55,76.575
"1965","PARK PLACE","228","23ACE","0:4",16.65,11.4
"1966","PARK PLACE","228","23ACE","12:16",157.625,130.775
"1967","PARK PLACE","228","23ACE","16:20",431.125,97.725
"1968","PARK PLACE","228","23ACE","20:0",97.75,38.825
"1969","PARK PLACE","228","23ACE","4:8",10.9,41.175
"1970","PARK PLACE","228","23ACE","8:12",70.45,350.425
"1971","PARK PLACE","S03","FS","0:4",41.875,90.175
"1972","PARK PLACE","S03","FS","12:16",97.575,102.225
"1973","PARK PLACE","S03","FS","16:20",91.175,162.925
"1974","PARK PLACE","S03","FS","4:8",62.7,49.125
"1975","PARK PLACE","S03","FS","8:12",133.975,83.575
"1976","PARKSIDE AVE","D27","Q","0:4",124.3,257.775
"1977","PARKSIDE AVE","D27","Q","12:16",245.888888888889,172.361111111111
"1978","PARKSIDE AVE","D27","Q","16:20",239.8,365.15
"1979","PARKSIDE AVE","D27","Q","4:8",239.5,48.2
"1980","PARKSIDE AVE","D27","Q","8:12",372.825,108.7
"1981","PARSONS BLVD","F03","F","0:4",24.75,119.375
"1982","PARSONS BLVD","F03","F","12:16",300.725,188.4
"1983","PARSONS BLVD","F03","F","16:20",306.475,465.725
"1984","PARSONS BLVD","F03","F","20:0",109.65,298.975
"1985","PARSONS BLVD","F03","F","4:8",191.475,57.725
"1986","PARSONS BLVD","F03","F","8:12",478.55,245.1
"1987","PELHAM BAY PARK","601","6","0:4",36.275,52.2
"1988","PELHAM BAY PARK","601","6","12:16",249.25,164.925
"1989","PELHAM BAY PARK","601","6","16:20",306,330.55
"1990","PELHAM BAY PARK","601","6","20:0",150.325,169.5
"1991","PELHAM BAY PARK","601","6","4:8",252.275,42.725
"1992","PELHAM BAY PARK","601","6","8:12",648.45,144.95
"1993","PELHAM PARKWAY","211","25","0:4",241.525,234.425
"1994","PELHAM PARKWAY","211","25","12:16",630.125,296.025
"1995","PELHAM PARKWAY","211","25","16:20",593.7,467.85
"1996","PELHAM PARKWAY","211","25","4:8",670.3,106.35
"1997","PELHAM PARKWAY","211","25","8:12",645.825,229.375
"1998","PELHAM PARKWAY","504","5","0:4",241.525,234.425
"1999","PELHAM PARKWAY","504","5","12:16",630.125,296.025
"2000","PELHAM PARKWAY","504","5","16:20",593.7,467.85
"2001","PELHAM PARKWAY","504","5","4:8",670.3,106.35
"2002","PELHAM PARKWAY","504","5","8:12",645.825,229.375
"2003","PENNSYLVANIA AV","255","34","0:4",31.975,28.8
"2004","PENNSYLVANIA AV","255","34","12:16",253.975,49.975
"2005","PENNSYLVANIA AV","255","34","16:20",261.175,90.325
"2006","PENNSYLVANIA AV","255","34","20:0",113.725,59.175
"2007","PENNSYLVANIA AV","255","34","4:8",140.275,13.625
"2008","PENNSYLVANIA AV","255","34","8:12",419.1,51.2
"2009","PRINCE ST-B'WAY","R22","NQR","0:4",105.175,52.55
"2010","PRINCE ST-B'WAY","R22","NQR","12:16",762.3,1125.125
"2011","PRINCE ST-B'WAY","R22","NQR","16:20",1844.15,1245.2
"2012","PRINCE ST-B'WAY","R22","NQR","20:0",878.35,340.375
"2013","PRINCE ST-B'WAY","R22","NQR","4:8",23.425,86.9
"2014","PRINCE ST-B'WAY","R22","NQR","8:12",223.75,906.85
"2015","PROSPECT AVE","219","2","0:4",164.925,91.325
"2016","PROSPECT AVE","219","2","12:16",441.4,101.2
"2017","PROSPECT AVE","219","2","16:20",381.1,163.4
"2018","PROSPECT AVE","219","2","4:8",349.85,29.65
"2019","PROSPECT AVE","219","2","8:12",442.45,78.5
"2020","PROSPECT AVE","R34","DNR","0:4",29.725,66.45
"2021","PROSPECT AVE","R34","DNR","12:16",215.025,148.225
"2022","PROSPECT AVE","R34","DNR","16:20",322.725,362.65
"2023","PROSPECT AVE","R34","DNR","20:0",116.4,259.875
"2024","PROSPECT AVE","R34","DNR","4:8",74.95,58.275
"2025","PROSPECT AVE","R34","DNR","8:12",489.275,215.35
"2026","PROSPECT PARK","D26","BFQS","0:4",57.65,158.4
"2027","PROSPECT PARK","D26","BFQS","12:16",437.225,293.525
"2028","PROSPECT PARK","D26","BFQS","16:20",442.15,726.9
"2029","PROSPECT PARK","D26","BFQS","20:0",230.65,511.025
"2030","PROSPECT PARK","D26","BFQS","4:8",153.55,66.8
"2031","PROSPECT PARK","D26","BFQS","8:12",827.7,213.35
"2032","QUEENS PLAZA","G21","EMR","0:4",166.675,206.8
"2033","QUEENS PLAZA","G21","EMR","12:16",621.225,340.45
"2034","QUEENS PLAZA","G21","EMR","16:20",757.075,325.775
"2035","QUEENS PLAZA","G21","EMR","4:8",126,369.125
"2036","QUEENS PLAZA","G21","EMR","8:12",369.85,689.95
"2037","QUEENSBORO PLZ","718","7N","0:4",121.875,52.85
"2038","QUEENSBORO PLZ","718","7N","12:16",514.925,124.9
"2039","QUEENSBORO PLZ","718","7N","16:20",962.425,159.025
"2040","QUEENSBORO PLZ","718","7N","20:0",278.611111111111,140.75
"2041","QUEENSBORO PLZ","718","7N","4:8",97,90.075
"2042","QUEENSBORO PLZ","718","7N","8:12",474.65,277.975
"2043","RALPH AVE","A49","AC","0:4",133.45,164.925
"2044","RALPH AVE","A49","AC","12:16",278.95,136.75
"2045","RALPH AVE","A49","AC","16:20",230.85,239.9
"2046","RALPH AVE","A49","AC","4:8",270.85,46.025
"2047","RALPH AVE","A49","AC","8:12",366.8,96.2
"2048","RECTOR ST","139","1","0:4",47.575,66.4
"2049","RECTOR ST","139","1","12:16",539.8,352.775
"2050","RECTOR ST","139","1","16:20",1027.075,419.525
"2051","RECTOR ST","139","1","20:0",279.7,213.775
"2052","RECTOR ST","139","1","4:8",34.25,62.4
"2053","RECTOR ST","139","1","8:12",484.425,679.8
"2054","RECTOR ST","R26","NR","0:4",27.275,12.225
"2055","RECTOR ST","R26","NR","12:16",297.775,97.3
"2056","RECTOR ST","R26","NR","16:20",634,100.65
"2057","RECTOR ST","R26","NR","20:0",144.6,45.85
"2058","RECTOR ST","R26","NR","4:8",15.675,30.325
"2059","RECTOR ST","R26","NR","8:12",197.45,265.775
"2060","ROCKAWAY AVE","253","34","0:4",29.275,88.75
"2061","ROCKAWAY AVE","253","34","12:16",248.975,211.675
"2062","ROCKAWAY AVE","253","34","16:20",250.975,441.525
"2063","ROCKAWAY AVE","253","34","20:0",121.125,247.2
"2064","ROCKAWAY AVE","253","34","4:8",154.4,34.975
"2065","ROCKAWAY AVE","253","34","8:12",455.6,169.6
"2066","ROCKAWAY AVE","A50","AC","0:4",106.375,161.275
"2067","ROCKAWAY AVE","A50","AC","12:16",239.55,139.2
"2068","ROCKAWAY AVE","A50","AC","16:20",197.55,256.475
"2069","ROCKAWAY AVE","A50","AC","4:8",278.6,46.325
"2070","ROCKAWAY AVE","A50","AC","8:12",327.625,79.35
"2071","ROCKAWAY BLVD","A61","A","0:4",168.6,125.85
"2072","ROCKAWAY BLVD","A61","A","12:16",381.175,139.3
"2073","ROCKAWAY BLVD","A61","A","16:20",322.75,277.075
"2074","ROCKAWAY BLVD","A61","A","4:8",663.75,63.75
"2075","ROCKAWAY BLVD","A61","A","8:12",580.4,93.875
"2076","ROCKAWAY PK 116","H15","AS","0:4",12.65,30.65
"2077","ROCKAWAY PK 116","H15","AS","12:16",35.075,36.85
"2078","ROCKAWAY PK 116","H15","AS","16:20",24.05,65.8
"2079","ROCKAWAY PK 116","H15","AS","4:8",50.45,19.75
"2080","ROCKAWAY PK 116","H15","AS","8:12",27.5,26.925
"2081","ROCKAWAY PKY","L29","L","0:4",269.925,155.05
"2082","ROCKAWAY PKY","L29","L","12:16",575.15,114.9
"2083","ROCKAWAY PKY","L29","L","16:20",534.25,258.8
"2084","ROCKAWAY PKY","L29","L","4:8",840.777777777778,39.0555555555556
"2085","ROCKAWAY PKY","L29","L","8:12",857.925,102.625
"2086","ROOSEVELT AVE","710","7EFMR","0:4",293,780.4
"2087","ROOSEVELT AVE","710","7EFMR","12:16",2059.625,1429.45
"2088","ROOSEVELT AVE","710","7EFMR","16:20",2400.45,3157.675
"2089","ROOSEVELT AVE","710","7EFMR","20:0",1217.775,1938.975
"2090","ROOSEVELT AVE","710","7EFMR","4:8",977.875,293.65
"2091","ROOSEVELT AVE","710","7EFMR","8:12",3732.125,823.45
"2092","ROOSEVELT IS","B06","F","0:4",29.325,77.35
"2093","ROOSEVELT IS","B06","F","12:16",303.7,179.55
"2094","ROOSEVELT IS","B06","F","16:20",335.875,416.675
"2095","ROOSEVELT IS","B06","F","20:0",129.7,295.8
"2096","ROOSEVELT IS","B06","F","4:8",46.7,61.275
"2097","ROOSEVELT IS","B06","F","8:12",475.875,173.325
"2098","SARATOGA AVE","252","34","0:4",28.425,30.525
"2099","SARATOGA AVE","252","34","12:16",236.825,66.325
"2100","SARATOGA AVE","252","34","16:20",212.825,199.15
"2101","SARATOGA AVE","252","34","20:0",109.65,114.25
"2102","SARATOGA AVE","252","34","4:8",232.05,17.95
"2103","SARATOGA AVE","252","34","8:12",471.725,56.6
"2104","SENECA AVE","M06","M","0:4",33.075,115.675
"2105","SENECA AVE","M06","M","12:16",104.725,118.75
"2106","SENECA AVE","M06","M","16:20",75.95,254.875
"2107","SENECA AVE","M06","M","4:8",162.125,16.525
"2108","SENECA AVE","M06","M","8:12",188.925,48.75
"2109","SHEEPSHEAD BAY","D39","BQ","0:4",193.4,412.7
"2110","SHEEPSHEAD BAY","D39","BQ","12:16",536.825,507.725
"2111","SHEEPSHEAD BAY","D39","BQ","16:20",535.675,1147.7
"2112","SHEEPSHEAD BAY","D39","BQ","4:8",727.175,177.125
"2113","SHEEPSHEAD BAY","D39","BQ","8:12",917.525,393.775
"2114","SHEPHERD AVE","A54","AC","0:4",62.75,109.775
"2115","SHEPHERD AVE","A54","AC","12:16",143.825,87
"2116","SHEPHERD AVE","A54","AC","16:20",106.425,148.1
"2117","SHEPHERD AVE","A54","AC","4:8",214.9,30.6
"2118","SHEPHERD AVE","A54","AC","8:12",205.975,54.325
"2119","SIMPSON ST","217","2","0:4",214.225,73.275
"2120","SIMPSON ST","217","2","12:16",608.9,97.5
"2121","SIMPSON ST","217","2","16:20",491.5,115.075
"2122","SIMPSON ST","217","2","4:8",404.85,21.725
"2123","SIMPSON ST","217","2","8:12",518.875,57.25
"2124","SMITH-9 ST","F22","FG","0:4",31.175,51.8
"2125","SMITH-9 ST","F22","FG","12:16",203.9,207.1
"2126","SMITH-9 ST","F22","FG","16:20",331.1,323.75
"2127","SMITH-9 ST","F22","FG","20:0",137.675,187.025
"2128","SMITH-9 ST","F22","FG","4:8",59.975,98.375
"2129","SMITH-9 ST","F22","FG","8:12",294.625,344.925
"2130","SOUTH FERRY","140","1NR","0:4",210.225,429.05
"2131","SOUTH FERRY","140","1NR","12:16",814.2,889.05
"2132","SOUTH FERRY","140","1NR","16:20",1038.075,843.6
"2133","SOUTH FERRY","140","1NR","4:8",453.3,159.525
"2134","SOUTH FERRY","140","1NR","8:12",722.35,1154.375
"2135","SPRING ST","638","6","0:4",131.025,54.025
"2136","SPRING ST","638","6","12:16",552.75,831.95
"2137","SPRING ST","638","6","16:20",1153.9,907.825
"2138","SPRING ST","638","6","20:0",615.7,380.8
"2139","SPRING ST","638","6","4:8",42.725,82.325
"2140","SPRING ST","638","6","8:12",329.95,737.275
"2141","SPRING ST","A33","ACE","0:4",87.3888888888889,13.75
"2142","SPRING ST","A33","ACE","12:16",484.825,173.55
"2143","SPRING ST","A33","ACE","16:20",1375.425,159.8
"2144","SPRING ST","A33","ACE","20:0",516.9,68.1
"2145","SPRING ST","A33","ACE","4:8",30.5,23.125
"2146","SPRING ST","A33","ACE","8:12",280.525,221.2
"2147","ST LAWRENCE AVE","609","6","0:4",20.875,86.175
"2148","ST LAWRENCE AVE","609","6","12:16",174.575,121.75
"2149","ST LAWRENCE AVE","609","6","16:20",155.55,320.15
"2150","ST LAWRENCE AVE","609","6","20:0",72.1,198.225
"2151","ST LAWRENCE AVE","609","6","4:8",154.3,30.025
"2152","ST LAWRENCE AVE","609","6","8:12",343.775,82.975
"2153","STEINWAY ST","G19","EMR","0:4",106.075,126.475
"2154","STEINWAY ST","G19","EMR","12:16",640.125,457
"2155","STEINWAY ST","G19","EMR","16:20",898.725,872.75
"2156","STEINWAY ST","G19","EMR","20:0",505.525,565.05
"2157","STEINWAY ST","G19","EMR","4:8",152.9,65.425
"2158","STEINWAY ST","G19","EMR","8:12",994.45,390.075
"2159","STILLWELL AVE","D43","DFNQ","0:4",286.4,527.2
"2160","STILLWELL AVE","D43","DFNQ","12:16",701.45,667.875
"2161","STILLWELL AVE","D43","DFNQ","16:20",550.525,856.15
"2162","STILLWELL AVE","D43","DFNQ","4:8",567.5,226.525
"2163","STILLWELL AVE","D43","DFNQ","8:12",661.975,441.025
"2164","SUTPHIN BLVD","F04","F","0:4",70.275,124.225
"2165","SUTPHIN BLVD","F04","F","12:16",233.675,116.525
"2166","SUTPHIN BLVD","F04","F","16:20",177.2,218
"2167","SUTPHIN BLVD","F04","F","4:8",261.05,28.275
"2168","SUTPHIN BLVD","F04","F","8:12",292.15,85.8
"2169","SUTPHIN BLVD","G06","EJZ","0:4",217,270.725
"2170","SUTPHIN BLVD","G06","EJZ","12:16",1036.35,762.85
"2171","SUTPHIN BLVD","G06","EJZ","16:20",1244.95,1516.15
"2172","SUTPHIN BLVD","G06","EJZ","20:0",695.45,845.975
"2173","SUTPHIN BLVD","G06","EJZ","4:8",687.55,271.125
"2174","SUTPHIN BLVD","G06","EJZ","8:12",1620.125,784.55
"2175","SUTTER AVE","L25","L","0:4",118.75,195.9
"2176","SUTTER AVE","L25","L","12:16",209.05,154.975
"2177","SUTTER AVE","L25","L","16:20",199.5,222.825
"2178","SUTTER AVE","L25","L","4:8",244.025,54.4
"2179","SUTTER AVE","L25","L","8:12",280.5,99.675
"2180","THIRTY THIRD ST","R27","1NR","0:4",538.225,121.4
"2181","THIRTY THIRD ST","R27","1NR","12:16",497.65,937.575
"2182","THIRTY THIRD ST","R27","1NR","16:20",1485.225,604.925
"2183","THIRTY THIRD ST","R27","1NR","20:0",1962.325,519.525
"2184","THIRTY THIRD ST","R27","1NR","4:8",216.45,120.6
"2185","THIRTY THIRD ST","R27","1NR","8:12",1295.325,1612.1
"2186","TREMONT AVE","D07","BD","0:4",151.075,271.825
"2187","TREMONT AVE","D07","BD","12:16",370.2,229.45
"2188","TREMONT AVE","D07","BD","16:20",325.825,466.425
"2189","TREMONT AVE","D07","BD","4:8",542.65,95.25
"2190","TREMONT AVE","D07","BD","8:12",578.275,168.075
"2191","UNION ST","R32","DNR","0:4",68.275,70.475
"2192","UNION ST","R32","DNR","12:16",246.575,194.025
"2193","UNION ST","R32","DNR","16:20",364.125,438.475
"2194","UNION ST","R32","DNR","20:0",218.775,322.45
"2195","UNION ST","R32","DNR","4:8",52.9722222222222,64.6388888888889
"2196","UNION ST","R32","DNR","8:12",564.3,220.55
"2197","UNION TPK-KEW G","F06","EF","0:4",191.425,489.525
"2198","UNION TPK-KEW G","F06","EF","12:16",1243.725,733.825
"2199","UNION TPK-KEW G","F06","EF","16:20",1242.8,1610.425
"2200","UNION TPK-KEW G","F06","EF","20:0",677.925,2089.1
"2201","UNION TPK-KEW G","F06","EF","4:8",187.125,152.325
"2202","UNION TPK-KEW G","F06","EF","8:12",2272.55,771.775
"2203","UTICA AVE","A48","AC","0:4",368.15,601.375
"2204","UTICA AVE","A48","AC","12:16",675.725,479.225
"2205","UTICA AVE","A48","AC","16:20",642.875,978.575
"2206","UTICA AVE","A48","AC","4:8",649.275,161.05
"2207","UTICA AVE","A48","AC","8:12",1051.25,304.425
"2208","VAN ALSTON-21ST","G24","G","0:4",59.7,53.65
"2209","VAN ALSTON-21ST","G24","G","12:16",65.525,57.8
"2210","VAN ALSTON-21ST","G24","G","16:20",125.5,64.675
"2211","VAN ALSTON-21ST","G24","G","4:8",25.05,81.95
"2212","VAN ALSTON-21ST","G24","G","8:12",42.575,105.15
"2213","VAN SICLEN AVE","256","34","0:4",16.4,18.275
"2214","VAN SICLEN AVE","256","34","12:16",133.95,33.475
"2215","VAN SICLEN AVE","256","34","16:20",120.375,67.9
"2216","VAN SICLEN AVE","256","34","20:0",60.175,39.55
"2217","VAN SICLEN AVE","256","34","4:8",104.075,9.3
"2218","VAN SICLEN AVE","256","34","8:12",296.925,24.725
"2219","VAN SICLEN AVE","A53","AC","0:4",66.575,143.125
"2220","VAN SICLEN AVE","A53","AC","12:16",135.6,134.5
"2221","VAN SICLEN AVE","A53","AC","16:20",110.775,242.15
"2222","VAN SICLEN AVE","A53","AC","4:8",185.85,34.05
"2223","VAN SICLEN AVE","A53","AC","8:12",195.8,72.15
"2224","VAN SICLEN AVE","J23","JZ","0:4",52.3,134.125
"2225","VAN SICLEN AVE","J23","JZ","12:16",120.5,140.925
"2226","VAN SICLEN AVE","J23","JZ","16:20",101.95,252.475
"2227","VAN SICLEN AVE","J23","JZ","4:8",176.125,31.8
"2228","VAN SICLEN AVE","J23","JZ","8:12",185.425,68.325
"2229","VAN WYCK BLVD","F05","EF","0:4",12.125,32.35
"2230","VAN WYCK BLVD","F05","EF","12:16",210.775,58.525
"2231","VAN WYCK BLVD","F05","EF","16:20",174.3,196.45
"2232","VAN WYCK BLVD","F05","EF","20:0",63.9,129.025
"2233","VAN WYCK BLVD","F05","EF","4:8",118.85,15.15
"2234","VAN WYCK BLVD","F05","EF","8:12",456.9,61.5
"2235","VERNON/JACKSON","721","7","0:4",97.0833333333333,119.083333333333
"2236","VERNON/JACKSON","721","7","12:16",529.45,358.275
"2237","VERNON/JACKSON","721","7","16:20",715.85,870.975
"2238","VERNON/JACKSON","721","7","20:0",301.325,569.375
"2239","VERNON/JACKSON","721","7","4:8",128.65,143.8
"2240","VERNON/JACKSON","721","7","8:12",1268.825,400.075
"2241","W 4 ST-WASH SQ","A32","ABCDEFM","0:4",2307.225,1191.975
"2242","W 4 ST-WASH SQ","A32","ABCDEFM","12:16",1642.85,1924.975
"2243","W 4 ST-WASH SQ","A32","ABCDEFM","16:20",2875.125,2797.625
"2244","W 4 ST-WASH SQ","A32","ABCDEFM","4:8",356.175,654.95
"2245","W 4 ST-WASH SQ","A32","ABCDEFM","8:12",1324.025,2059.325
"2246","W 8 ST-AQUARIUM","D42","FQ","0:4",6.425,11.425
"2247","W 8 ST-AQUARIUM","D42","FQ","12:16",119.3,94.475
"2248","W 8 ST-AQUARIUM","D42","FQ","16:20",99.15,66.925
"2249","W 8 ST-AQUARIUM","D42","FQ","20:0",25.15,28.25
"2250","W 8 ST-AQUARIUM","D42","FQ","4:8",34.275,7.65
"2251","W 8 ST-AQUARIUM","D42","FQ","8:12",144.05,80.275
"2252","WAKEFIELD-241","201","2","0:4",141.5,266.025
"2253","WAKEFIELD-241","201","2","12:16",232.71875,211.59375
"2254","WAKEFIELD-241","201","2","16:20",303.25,446.425
"2255","WAKEFIELD-241","201","2","4:8",313.5,115.7
"2256","WAKEFIELD-241","201","2","8:12",244.138888888889,160.527777777778
"2257","WALL ST","230","23","0:4",116,98.1
"2258","WALL ST","230","23","12:16",902.5,761.25
"2259","WALL ST","230","23","16:20",3287.025,671.925
"2260","WALL ST","230","23","20:0",724.525,340.425
"2261","WALL ST","230","23","4:8",48.45,285.175
"2262","WALL ST","230","23","8:12",550.1,3194.225
"2263","WALL ST","419","45","0:4",182.825,85.125
"2264","WALL ST","419","45","12:16",714.7,1256.7
"2265","WALL ST","419","45","16:20",1541.975,672.725
"2266","WALL ST","419","45","20:0",1985.75,413.875
"2267","WALL ST","419","45","4:8",34.175,54.525
"2268","WALL ST","419","45","8:12",362.875,1314.275
"2269","WASHINGTON-36 A","R06","NQ","0:4",35.55,99.75
"2270","WASHINGTON-36 A","R06","NQ","12:16",301.625,154.35
"2271","WASHINGTON-36 A","R06","NQ","16:20",417.075,438.725
"2272","WASHINGTON-36 A","R06","NQ","20:0",161.7,278.925
"2273","WASHINGTON-36 A","R06","NQ","4:8",104.175,51.95
"2274","WASHINGTON-36 A","R06","NQ","8:12",563.675,216.1
