,train,train_stop,stop_id,station,time_travel,stop,line_name,station_id
459,E,E019,G06,"Sutphin Blvd - Archer Av - JFK Airport"G06,150,019,EJZ,G06
460,E,E020,G05,"Jamaica Center - Parsons/Archer"G05,120,020,EJZ,G05
461,F,F01,D43,"Coney Island - Stillwell Av"D43,0,01,DFNQ,D43
462,F,F02,D42,"W 8 St - NY Aquarium"D42,90,02,FQ,D42
463,F,F03,F39,"Neptune Av"F39,90,03,F,F39
464,F,F04,F38,"Avenue X"F38,120,04,F,F38
465,F,F05,F36,"Avenue U"F36,120,05,F,F36
466,F,F06,F35,"Kings Hwy"F35,120,06,F,F35
467,F,F07,F34,"Avenue P"F34,90,07,F,F34
468,F,F08,F33,"Avenue N"F33,90,08,F,F33
469,F,F09,F32,"Bay Pkwy"F32,90,09,F,F32
470,F,F010,F31,"Avenue I"F31,60,010,F,F31
471,F,F011,F30,"18 Av"F30,90,011,F,F30
472,F,F012,F29,"Ditmas Av"F29,90,012,F,F29
473,F,F013,F27,"Church Av"F27,120,013,FG,F27
474,F,F014,F26,"Fort Hamilton Pkwy"F26,90,014,FG,F26
475,F,F015,F25,"15 St - Prospect Park"F25,150,015,FG,F25
476,F,F016,F24,"7 Av"F24,90,016,FG,F24
477,F,F017,F23,"4 Av"F23,120,017,DFGNR,F23
478,F,F018,F22,"Smith - 9 Sts"F22,90,018,FG,F22
479,F,F019,F21,"Carroll St"F21,120,019,FG,F21
480,F,F020,F20,"Bergen St"F20,90,020,FG,F20
481,F,F021,A41,"Jay St - MetroTech"A41,150,021,ACFNR,A41
482,F,F022,F18,"York St"F18,90,022,F,F18
483,F,F023,F16,"East Broadway"F16,180,023,F,F16
484,F,F024,F15,"Delancey St"F15,90,024,FJMZ,F15
485,F,F025,F14,"2 Av"F14,90,025,F,F14
486,F,F026,D21,"Broadway-Lafayette St"D21,90,026,6BDFM,D21
487,F,F027,D20,"W 4 St"A32,150,027,ABCDEFM,A32
488,F,F028,D19,"14 St"132,90,028,123FLM,132
489,F,F029,D18,"23 St"D18,90,029,FM,D18
490,F,F030,D17,"34 St - Herald Sq"D17,90,030,BDFMNQR,D17
491,F,F031,D16,"42 St - Bryant Pk"D16,90,031,7BDFM,D16
492,F,F032,D15,"47-50 Sts - Rockefeller Ctr"D15,90,032,BDFM,D15
493,F,F033,B10,"57 St"B10,90,033,F,B10
494,F,F034,B08,"Lexington Av/63 St"B08,150,034,456FNR,B08
495,F,F035,B06,"Roosevelt Island"B06,150,035,F,B06
496,F,F036,B04,"21 St - Queensbridge"B04,120,036,F,B04
497,F,F037,G14,"Jackson Hts - Roosevelt Av"G14,360,037,7EFMR,G14
498,F,F038,G08,"Forest Hills - 71 Av"G08,420,038,EFMR,G08
499,F,F039,F07,"75 Av"F07,120,039,EF,F07
500,F,F040,F06,"Kew Gardens - Union Tpke"F06,90,040,EF,F06
501,F,F041,F05,"Briarwood - Van Wyck Blvd"F05,120,041,EF,F05
502,F,F042,F04,"Sutphin Blvd"F04,90,042,F,F04
503,F,F043,F03,"Parsons Blvd"F03,210,043,F,F03
504,F,F044,F02,"169 St"F02,390,044,F,F02
505,F,F045,F01,"Jamaica - 179 St"F01,300,045,F,F01
506,FS,FS01,D26,"Prospect Park"D26,0,01,BFQS,D26
507,FS,FS02,S04,"Botanic Garden"S04,180,02,2345FS,S04
508,FS,FS03,S03,"Park Pl"S03,120,03,FS,S03
509,FS,FS04,S01,"Franklin Av"A45,120,04,ACFS,A45
510,GS,GS01,901,"Grand Central - 42 St"631,0,01,4567GS,631
511,GS,GS02,902,"Times Sq - 42 St"127,90,02,1237ACEGNQRS,127
512,G,G01,G22,"Court Sq"719,0,01,7EGM,719
513,G,G02,G24,"21 St"G24,60,02,G,G24
514,G,G03,G26,"Greenpoint Av"G26,150,03,G,G26
515,G,G04,G28,"Nassau Av"G28,90,04,G,G28
516,G,G05,G29,"Metropolitan Av"G29,180,05,GL,G29
517,G,G06,G30,"Broadway"G30,90,06,G,G30
518,G,G07,G31,"Flushing Av"G31,60,07,G,G31
519,G,G08,G32,"Myrtle - Willoughby Avs"G32,90,08,G,G32
520,G,G09,G33,"Bedford - Nostrand Avs"G33,90,09,G,G33
521,G,G010,G34,"Classon Av"G34,60,010,G,G34
522,G,G011,G35,"Clinton - Washington Avs"G35,90,011,G,G35
523,G,G012,G36,"Fulton St"G36,90,012,G,G36
524,G,G013,A42,"Hoyt - Schermerhorn Sts"A42,90,013,ACG,A42
525,G,G014,F20,"Bergen St"F20,90,014,FG,F20
526,G,G015,F21,"Carroll St"F21,90,015,FG,F21
527,G,G016,F22,"Smith - 9 Sts"F22,90,016,FG,F22
528,G,G017,F23,"4 Av"F23,90,017,DFGNR,F23
529,G,G018,F24,"7 Av"F24,90,018,FG,F24
530,G,G019,F25,"15 St - Prospect Park"F25,90,019,FG,F25
531,G,G020,F26,"Fort Hamilton Pkwy"F26,150,020,FG,F26
532,G,G021,F27,"Church Av"F27,90,021,FG,F27
533,H,H01,H15,"Rockaway Park - Beach 116 St"H15,0,01,AS,H15
534,H,H02,H14,"Beach 105 St"H14,120,02,AS,H14
535,H,H03,H13,"Beach 98 St"H13,120,03,AS,H13
536,H,H04,H12,"Beach 90 St"H12,90,04,AS,H12
537,H,H05,H04,"Broad Channel"H04,360,05,AS,H04
538,J,J01,M23,"Broad St"M23,0,01,JZ,M23
539,J,J02,M22,"Fulton St"229,90,02,2345ACJZ,229
540,J,J03,M21,"Chambers St"M21,90,03,456JZ,M21
541,J,J04,M20,"Canal St"639,120,04,6JNQRZ,639
542,J,J05,M19,"Bowery"M19,120,05,JZ,M19
543,J,J06,M18,"Essex St"M18,120,06,FJMZ,M18
544,J,J07,M16,"Marcy Av"M16,450,07,JMZ,M16
545,J,J08,M14,"Hewes St"M14,60,08,JM,M14
546,J,J09,M13,"Lorimer St"M13,90,09,JM,M13
547,J,J010,M12,"Flushing Av"M12,90,010,JM,M12
548,J,J011,M11,"Myrtle Av"M11,60,011,JMZ,M11
549,J,J012,J31,"Kosciuszko St"J31,90,012,J,J31
550,J,J013,J30,"Gates Av"J30,90,013,JZ,J30
551,J,J014,J29,"Halsey St"J29,90,014,J,J29
552,J,J015,J28,"Chauncey St"J28,90,015,JZ,J28
553,J,J016,J27,"Broadway Jct"A51,90,016,ACJLZ,A51
554,J,J017,J24,"Alabama Av"J24,120,017,JZ,J24
555,J,J018,J23,"Van Siclen Av"J23,90,018,JZ,J23
556,J,J019,J22,"Cleveland St"J22,90,019,J,J22
557,J,J020,J21,"Norwood Av"J21,60,020,JZ,J21
558,J,J021,J20,"Crescent St"J20,120,021,JZ,J20
559,J,J022,J19,"Cypress Hills"J19,120,022,J,J19
560,J,J023,J17,"75 St"J17,60,023,JZ,J17
561,J,J024,J16,"85 St - Forest Pkwy"J16,90,024,J,J16
562,J,J025,J15,"Woodhaven Blvd"J15,120,025,JZ,J15
563,J,J026,J14,"104 St"J14,90,026,JZ,J14
564,J,J027,J13,"111 St"J13,120,027,J,J13
565,J,J028,J12,"121 St"J12,90,028,JZ,J12
566,J,J029,G06,"Sutphin Blvd - Archer Av - JFK Airport"G06,240,029,EJZ,G06
567,J,J030,G05,"Jamaica Center - Parsons/Archer"G05,60,030,EJZ,G05
568,L,L01,L29,"Canarsie - Rockaway Pkwy"L29,0,01,L,L29
569,L,L02,L28,"E 105 St"L28,120,02,L,L28
570,L,L03,L27,"New Lots Av"L27,120,03,L,L27
571,L,L04,L26,"Livonia Av"L26,90,04,34L,L26
572,L,L05,L25,"Sutter Av"L25,90,05,L,L25
573,L,L06,L24,"Atlantic Av"L24,90,06,L,L24
574,L,L07,L22,"Broadway Jct"A51,90,07,ACJLZ,A51
575,L,L08,L21,"Bushwick Av - Aberdeen St"L21,60,08,L,L21
576,L,L09,L20,"Wilson Av"L20,90,09,L,L20
577,L,L010,L19,"Halsey St"L19,150,010,L,L19
578,L,L011,L17,"Myrtle - Wyckoff Avs"L17,90,011,LM,L17
579,L,L012,L16,"DeKalb Av"L16,120,012,L,L16
580,L,L013,L15,"Jefferson St"L15,60,013,L,L15
581,L,L014,L14,"Morgan Av"L14,150,014,L,L14
582,L,L015,L13,"Montrose Av"L13,120,015,L,L13
583,L,L016,L12,"Grand St"L12,60,016,L,L12
584,L,L017,L11,"Graham Av"L11,60,017,L,L11
585,L,L018,L10,"Lorimer St"L10,90,018,GL,L10
586,L,L019,L08,"Bedford Av"L08,120,019,L,L08
587,L,L020,L06,"1 Av"L06,240,020,L,L06
588,L,L021,L05,"3 Av"L05,60,021,L,L05
589,L,L022,L03,"14 St - Union Sq"635,90,022,456LNQR,635
590,L,L023,L02,"6 Av"L02,90,023,123FLM,L02
591,L,L024,L01,"8 Av"L01,60,024,ACEL,L01
592,M,M01,M01,"Middle Village - Metropolitan Av"M01,0,01,M,M01
593,M,M02,M04,"Fresh Pond Rd"M04,120,02,M,M04
594,M,M03,M05,"Forest Av"M05,90,03,M,M05
595,M,M04,M06,"Seneca Av"M06,60,04,M,M06
596,M,M05,M08,"Myrtle - Wyckoff Avs"L17,90,05,LM,L17
597,M,M06,M09,"Knickerbocker Av"M09,120,06,M,M09
598,M,M07,M10,"Central Av"M10,120,07,M,M10
599,M,M08,M11,"Myrtle Av"M11,120,08,JMZ,M11
600,M,M09,M12,"Flushing Av"M12,90,09,JM,M12
601,M,M010,M13,"Lorimer St"M13,90,010,JM,M13
602,M,M011,M14,"Hewes St"M14,60,011,JM,M14
603,M,M012,M16,"Marcy Av"M16,60,012,JMZ,M16
604,M,M013,M18,"Essex St"M18,510,013,FJMZ,M18
605,M,M014,D21,"Broadway-Lafayette St"D21,240,014,6BDFM,D21
606,M,M015,D20,"W 4 St"A32,150,015,ABCDEFM,A32
607,M,M016,D19,"14 St"132,90,016,123FLM,132
608,M,M017,D18,"23 St"D18,90,017,FM,D18
609,M,M018,D17,"34 St - Herald Sq"D17,90,018,BDFMNQR,D17
610,M,M019,D16,"42 St - Bryant Pk"D16,90,019,7BDFM,D16
611,M,M020,D15,"47-50 Sts - Rockefeller Ctr"D15,90,020,BDFM,D15
612,M,M021,F12,"5 Av/53 St"F12,180,021,EM,F12
613,M,M022,F11,"Lexington Av/53 St"F11,150,022,6EM,F11
614,M,M023,F09,"Court Sq"719,180,023,7EGM,719
615,M,M024,G21,"Queens Plaza"G21,90,024,EMR,G21
616,M,M025,G20,"36 St"G20,120,025,EMR,G20
617,M,M026,G19,"Steinway St"G19,120,026,EMR,G19
618,M,M027,G18,"46 St"G18,90,027,EMR,G18
619,M,M028,G16,"Northern Blvd"G16,90,028,EMR,G16
620,M,M029,G15,"65 St"G15,60,029,EMR,G15
621,M,M030,G14,"Jackson Hts - Roosevelt Av"G14,90,030,7EFMR,G14
622,M,M031,G13,"Elmhurst Av"G13,90,031,EMR,G13
623,M,M032,G12,"Grand Av - Newtown"G12,90,032,EMR,G12
624,M,M033,G11,"Woodhaven Blvd"G11,120,033,EMR,G11
625,M,M034,G10,"63 Dr - Rego Park"G10,60,034,EMR,G10
626,M,M035,G09,"67 Av"G09,120,035,EMR,G09
627,M,M036,G08,"Forest Hills - 71 Av"G08,90,036,EFMR,G08
628,N,N01,R01,"Astoria - Ditmars Blvd"R01,0,01,NQ,R01
629,N,N02,R03,"Astoria Blvd"R03,90,02,NQ,R03
630,N,N03,R04,"30 Av"R04,60,03,NQ,R04
631,N,N04,R05,"Broadway"R05,90,04,NQ,R05
632,N,N05,R06,"36 Av"R06,120,05,NQ,R06
633,N,N06,R08,"39 Av"R08,60,06,N,R08
634,N,N07,R09,"Queensboro Plaza"718,150,07,7N,718
635,N,N08,R11,"Lexington Av/59 St"R11,300,08,456FNR,R11
636,N,N09,R13,"5 Av/59 St"R13,90,09,NR,R13
637,N,N010,R14,"57 St - 7 Av"R14,150,010,NQR,R14
638,N,N011,R15,"49 St"R15,90,011,NQR,R15
639,N,N012,R16,"Times Sq - 42 St"127,90,012,1237ACEGNQRS,127
640,N,N013,R17,"34 St - Herald Sq"D17,90,013,BDFMNQR,D17
641,N,N014,R18,"28 St"R18,60,014,NQR,R18
642,N,N015,R19,"23 St"R19,90,015,NQR,R19
643,N,N016,R20,"14 St - Union Sq"635,90,016,456LNQR,635
644,N,N017,R21,"8 St - NYU"R21,120,017,NQR,R21
645,N,N018,R22,"Prince St"R22,120,018,NQR,R22
646,N,N019,Q01,"Canal St"639,120,019,6JNQRZ,639
647,N,N020,R31,"Atlantic Av - Barclays Ctr"235,750,020,2345BDNQR,235
648,N,N021,R36,"36 St"R36,330,021,DNR,R36
649,N,N022,R41,"59 St"R41,210,022,NR,R41
650,N,N023,N02,"8 Av"N02,180,023,N,N02
651,N,N024,N03,"Fort Hamilton Pkwy"N03,90,024,N,N03
652,N,N025,N04,"New Utrecht Av"N04,120,025,DN,N04
653,N,N026,N05,"18 Av"N05,90,026,N,N05
654,N,N027,N06,"20 Av"N06,90,027,N,N06
655,N,N028,N07,"Bay Pkwy"N07,90,028,N,N07
656,N,N029,N08,"Kings Hwy"N08,120,029,N,N08
657,N,N030,N09,"Avenue U"N09,120,030,N,N09
658,N,N031,N10,"86 St"N10,240,031,N,N10
659,N,N032,D43,"Coney Island - Stillwell Av"D43,420,032,DFNQ,D43
660,Q,Q01,R01,"Astoria - Ditmars Blvd"R01,0,01,NQ,R01
661,Q,Q02,R03,"Astoria Blvd"R03,90,02,NQ,R03
662,Q,Q03,R04,"30 Av"R04,60,03,NQ,R04
663,Q,Q04,R05,"Broadway"R05,90,04,NQ,R05
664,Q,Q05,R06,"36 Av"R06,120,05,NQ,R06
665,Q,Q06,R08,"39 Av"R08,60,06,N,R08
666,Q,Q07,R09,"Queensboro Plaza"718,210,07,7N,718
667,Q,Q08,R11,"Lexington Av/59 St"R11,360,08,456FNR,R11
668,Q,Q09,R13,"5 Av/59 St"R13,90,09,NR,R13
669,Q,Q010,R14,"57 St - 7 Av"R14,150,010,NQR,R14
670,Q,Q011,R15,"49 St"R15,90,011,NQR,R15
671,Q,Q012,R16,"Times Sq - 42 St"127,90,012,1237ACEGNQRS,127
672,Q,Q013,R17,"34 St - Herald Sq"D17,210,013,BDFMNQR,D17
673,Q,Q014,R20,"14 St - Union Sq"635,300,014,456LNQR,635
674,Q,Q015,Q01,"Canal St"639,240,015,6JNQRZ,639
675,Q,Q016,R30,"DeKalb Av"R30,480,016,BDNQR,R30
676,Q,Q017,D24,"Atlantic Av - Barclays Ctr"235,90,017,2345BDNQR,235
677,Q,Q018,D25,"7 Av"D25,150,018,BQ,D25
678,Q,Q019,D26,"Prospect Park"D26,240,019,BFQS,D26
679,Q,Q020,D27,"Parkside Av"D27,90,020,Q,D27
680,Q,Q021,D28,"Church Av"D28,90,021,BQ,D28
681,Q,Q022,D29,"Beverley Rd"D29,90,022,Q,D29
682,Q,Q023,D30,"Cortelyou Rd"D30,60,023,Q,D30
683,Q,Q024,D31,"Newkirk Plaza"D31,90,024,BQ,D31
684,Q,Q025,D32,"Avenue H"D32,60,025,Q,D32
685,Q,Q026,D33,"Avenue J"D33,90,026,Q,D33
686,Q,Q027,D34,"Avenue M"D34,90,027,Q,D34
687,Q,Q028,D35,"Kings Hwy"D35,150,028,BQ,D35
688,Q,Q029,D37,"Avenue U"D37,150,029,Q,D37
689,Q,Q030,D38,"Neck Rd"D38,60,030,Q,D38
690,Q,Q031,D39,"Sheepshead Bay"D39,150,031,BQ,D39
691,Q,Q032,D40,"Brighton Beach"D40,120,032,BQ,D40
692,Q,Q033,D41,"Ocean Pkwy"D41,120,033,Q,D41
693,Q,Q034,D42,"W 8 St - NY Aquarium"D42,120,034,FQ,D42
694,Q,Q035,D43,"Coney Island - Stillwell Av"D43,90,035,DFNQ,D43
695,R,R01,G08,"Forest Hills - 71 Av"G08,0,01,EFMR,G08
696,R,R02,G09,"67 Av"G09,90,02,EMR,G09
697,R,R03,G10,"63 Dr - Rego Park"G10,120,03,EMR,G10
698,R,R04,G11,"Woodhaven Blvd"G11,60,04,EMR,G11
699,R,R05,G12,"Grand Av - Newtown"G12,120,05,EMR,G12
700,R,R06,G13,"Elmhurst Av"G13,90,06,EMR,G13
701,R,R07,G14,"Jackson Hts - Roosevelt Av"G14,90,07,7EFMR,G14
702,R,R08,G15,"65 St"G15,90,08,EMR,G15
703,R,R09,G16,"Northern Blvd"G16,90,09,EMR,G16
704,R,R010,G18,"46 St"G18,90,010,EMR,G18
705,R,R011,G19,"Steinway St"G19,90,011,EMR,G19
706,R,R012,G20,"36 St"G20,120,012,EMR,G20
707,R,R013,G21,"Queens Plaza"G21,120,013,EMR,G21
708,R,R014,R11,"Lexington Av/59 St"R11,330,014,456FNR,R11
709,R,R015,R13,"5 Av/59 St"R13,90,015,NR,R13
710,R,R016,R14,"57 St - 7 Av"R14,150,016,NQR,R14
711,R,R017,R15,"49 St"R15,90,017,NQR,R15
712,R,R018,R16,"Times Sq - 42 St"127,90,018,1237ACEGNQRS,127
713,R,R019,R17,"34 St - Herald Sq"D17,90,019,BDFMNQR,D17
714,R,R020,R18,"28 St"R18,60,020,NQR,R18
715,R,R021,R19,"23 St"R19,90,021,NQR,R19
716,R,R022,R20,"14 St - Union Sq"635,90,022,456LNQR,635
717,R,R023,R21,"8 St - NYU"R21,90,023,NQR,R21
718,R,R024,R22,"Prince St"R22,150,024,NQR,R22
719,R,R025,R23,"Canal St"639,90,025,6JNQRZ,639
720,R,R026,R24,"City Hall"R24,150,026,NR,R24
721,R,R027,R25,"Cortlandt St"R25,120,027,NR,R25
722,R,R028,R26,"Rector St"R26,90,028,NR,R26
723,R,R029,R27,"Whitehall St"R27,120,029,1NR,R27
724,R,R030,R28,"Court St"R28,210,030,2345NR,R28
725,R,R031,R29,"Jay St - MetroTech"A41,120,031,ACFNR,A41
726,R,R032,R30,"DeKalb Av"R30,180,032,BDNQR,R30
727,R,R033,R31,"Atlantic Av - Barclays Ctr"235,240,033,2345BDNQR,235
728,R,R034,R32,"Union St"R32,120,034,DNR,R32
729,R,R035,R33,"9 St"R33,90,035,DFGNR,R33
730,R,R036,R34,"Prospect Av"R34,120,036,DNR,R34
731,R,R037,R35,"25 St"R35,90,037,DNR,R35
732,R,R038,R36,"36 St"R36,90,038,DNR,R36
733,R,R039,R39,"45 St"R39,120,039,NR,R39
734,R,R040,R40,"53 St"R40,90,040,NR,R40
735,R,R041,R41,"59 St"R41,90,041,NR,R41
736,R,R042,R42,"Bay Ridge Av"R42,120,042,R,R42
737,R,R043,R43,"77 St"R43,90,043,R,R43
738,R,R044,R44,"86 St"R44,120,044,R,R44
739,R,R045,R45,"Bay Ridge - 95 St"R45,120,045,R,R45
740,Z,Z01,M23,"Broad St"M23,0,01,JZ,M23
741,Z,Z02,M22,"Fulton St"229,120,02,2345ACJZ,229
742,Z,Z03,M21,"Chambers St"M21,120,03,456JZ,M21
743,Z,Z04,M20,"Canal St"639,120,04,6JNQRZ,639
744,Z,Z05,M19,"Bowery"M19,150,05,JZ,M19
745,Z,Z06,M18,"Essex St"M18,120,06,FJMZ,M18
746,Z,Z07,M16,"Marcy Av"M16,450,07,JMZ,M16
747,Z,Z08,M11,"Myrtle Av"M11,240,08,JMZ,M11
748,Z,Z09,J30,"Gates Av"J30,180,09,JZ,J30
749,Z,Z010,J28,"Chauncey St"J28,150,010,JZ,J28
750,Z,Z011,J27,"Broadway Jct"A51,60,011,ACJLZ,A51
751,Z,Z012,J24,"Alabama Av"J24,90,012,JZ,J24
752,Z,Z013,J23,"Van Siclen Av"J23,60,013,JZ,J23
753,Z,Z014,J21,"Norwood Av"J21,150,014,JZ,J21
754,Z,Z015,J20,"Crescent St"J20,90,015,JZ,J20
755,Z,Z016,J17,"75 St"J17,150,016,JZ,J17
756,Z,Z017,J15,"Woodhaven Blvd"J15,180,017,JZ,J15
757,Z,Z018,J14,"104 St"J14,90,018,JZ,J14
758,Z,Z019,J12,"121 St"J12,180,019,JZ,J12
759,Z,Z020,G06,"Sutphin Blvd - Archer Av - JFK Airport"G06,240,020,EJZ,G06
760,Z,Z021,G05,"Jamaica Center - Parsons/Archer"G05,60,021,EJZ,G05
