,train,train_stop,station_id,station,time_travel,line_name,stop_lat,stop_lon
148,4,4028,250,"Crown Hts - Utica Av"250,210,345,40.668897,-73.932942
149,4,4029,251,"Sutter Av - Rutland Rd"251,180,34,40.664717,-73.92261
150,4,4030,252,"Saratoga Av"252,90,34,40.661453,-73.916327
151,4,4031,253,"Rockaway Av"253,120,34,40.662549,-73.908946
152,4,4032,254,"Junius St"254,60,34L,40.663515,-73.902447
153,4,4033,255,"Pennsylvania Av"255,120,34,40.664635,-73.894895
154,4,4034,256,"Van Siclen Av"256,60,34,40.665449,-73.889395
155,4,4035,257,"New Lots Av"257,90,34,40.666235,-73.884079
156,5,501,501,"Eastchester - Dyre Av"501,0,5,40.8883,-73.830834
157,5,502,502,"Baychester Av"502,120,5,40.878663,-73.838591
158,5,503,503,"Gun Hill Rd"503,150,5,40.869526,-73.846384
159,5,504,504,"Pelham Pkwy"504,150,5,40.858985,-73.855359
160,5,505,505,"Morris Park"505,60,5,40.854364,-73.860495
161,5,506,213,"E 180 St"213,210,25,40.841894,-73.873488
162,5,507,214,"West Farms Sq - E Tremont Av"214,90,2,40.840295,-73.880049
163,5,508,215,"174 St"215,120,2,40.837288,-73.887734
164,5,509,216,"Freeman St"216,120,2,40.829993,-73.891865
165,5,5010,217,"Simpson St"217,120,2,40.824073,-73.893064
166,5,5011,218,"Intervale Av"218,60,2,40.822181,-73.896736
167,5,5012,219,"Prospect Av"219,60,2,40.819585,-73.90177
168,5,5013,220,"Jackson Av"220,90,2,40.81649,-73.907807
169,5,5014,221,"3 Av - 149 St"221,150,25,40.816109,-73.917757
170,5,5015,222,"149 St - Grand Concourse"222,120,245,40.81841,-73.926718
171,5,5016,416,"138 St - Grand Concourse"416,180,45,40.813224,-73.929849
172,5,5017,621,"125 St"621,180,456,40.804138,-73.937594
173,5,5018,626,"86 St"626,300,456,40.779492,-73.955589
174,5,5019,629,"59 St"629,240,456FNR,40.762526,-73.967967
175,5,5020,631,"Grand Central - 42 St"631,150,4567GS,40.751776,-73.976848
176,5,5021,635,"14 St - Union Sq"635,240,456LNQR,40.734673,-73.989951
177,5,5022,640,"Brooklyn Bridge - City Hall"640,270,456JZ,40.713065,-74.004131
178,5,5023,229,"Fulton St"229,120,2345ACJZ,40.709416,-74.006571
179,5,5024,419,"Wall St"419,60,45,40.707557,-74.011862
180,5,5025,420,"Bowling Green"420,90,45,40.704817,-74.014065
181,5,5026,232,"Borough Hall"232,300,2345NR,40.693219,-73.989998
182,5,5027,234,"Nevins St"234,120,2345,40.688246,-73.980492
183,5,5028,235,"Atlantic Av - Barclays Ctr"235,90,2345BDNQR,40.684359,-73.977666
184,5,5029,239,"Franklin Av"239,240,2345FS,40.670682,-73.958131
185,5,5030,241,"President St"241,180,2,40.667883,-73.950683
186,5,5031,242,"Sterling St"242,90,25,40.662742,-73.95085
187,5,5032,243,"Winthrop St"243,90,25,40.656652,-73.9502
188,5,5033,244,"Church Av"244,330,25,40.650843,-73.949575
189,5,5034,245,"Beverly Rd"245,330,25,40.645098,-73.948959
190,5,5035,246,"Newkirk Av"246,90,25,40.639967,-73.948411
191,5,5036,247,"Flatbush Av - Brooklyn College"247,150,25,40.632836,-73.947642
192,6,601,640,"Brooklyn Bridge - City Hall"640,0,456JZ,40.713065,-74.004131
193,6,602,639,"Canal St"639,120,6JNQRZ,40.718803,-74.000193
194,6,603,638,"Spring St"638,90,6,40.722301,-73.997141
195,6,604,637,"Bleecker St"637,60,6BDFM,40.725915,-73.994659
196,6,605,636,"Astor Pl"636,90,6,40.730054,-73.99107
197,6,606,635,"14 St - Union Sq"635,90,456LNQR,40.734673,-73.989951
198,6,607,634,"23 St"634,120,6,40.739864,-73.986599
199,6,608,633,"28 St"633,60,6,40.74307,-73.984264
200,6,609,632,"33 St"632,60,6,40.746081,-73.982076
201,6,6010,631,"Grand Central - 42 St"631,120,4567GS,40.751776,-73.976848
202,6,6011,630,"51 St"630,120,6EM,40.757107,-73.97192
203,6,6012,629,"59 St"629,90,456FNR,40.762526,-73.967967
204,6,6013,628,"68 St - Hunter College"628,90,6,40.768141,-73.96387
205,6,6014,627,"77 St"627,120,6,40.77362,-73.959874
206,6,6015,626,"86 St"626,90,456,40.779492,-73.955589
207,6,6016,625,"96 St"625,120,6,40.785672,-73.95107
208,6,6017,624,"103 St"624,90,6,40.7906,-73.947478
209,6,6018,623,"110 St"623,60,6,40.79502,-73.94425
210,6,6019,622,"116 St"622,90,6,40.798629,-73.941617
211,6,6020,621,"125 St"621,90,456,40.804138,-73.937594
212,6,6021,619,"3 Av - 138 St"619,180,6,40.810476,-73.926138
213,6,6022,618,"Brook Av"618,90,6,40.807566,-73.91924
214,6,6023,617,"Cypress Av"617,60,6,40.805368,-73.914042
215,6,6024,616,"E 143 St - St Mary's St"616,120,6,40.808719,-73.907657
216,6,6025,615,"E 149 St"615,90,6,40.812118,-73.904098
217,6,6026,614,"Longwood Av"614,90,6,40.816104,-73.896435
218,6,6027,613,"Hunts Point Av"613,120,6,40.820948,-73.890549
219,6,6028,612,"Whitlock Av"612,120,6,40.826525,-73.886283
220,6,6029,611,"Elder Av"611,90,6,40.828584,-73.879159
221,6,6030,610,"Morrison Av- Sound View"610,60,6,40.829521,-73.874516
222,6,6031,609,"St Lawrence Av"609,90,6,40.831509,-73.867618
223,6,6032,608,"Parkchester"608,90,6,40.833226,-73.860816
224,6,6033,607,"Castle Hill Av"607,90,6,40.834255,-73.851222
225,6,6035,604,"Westchester Sq - E Tremont Av"604,60,6,40.839892,-73.842952
226,6,6036,603,"Middletown Rd"603,90,6,40.843863,-73.836322
227,6,6038,601,"Pelham Bay Park"601,150,6,40.852462,-73.828121
228,6X,6X01,601,"Pelham Bay Park"601,0,6,40.852462,-73.828121
229,6X,6X03,603,"Middletown Rd"603,90,6,40.843863,-73.836322
230,6X,6X04,604,"Westchester Sq - E Tremont Av"604,90,6,40.839892,-73.842952
231,6X,6X06,607,"Castle Hill Av"607,60,6,40.834255,-73.851222
232,6X,6X07,608,"Parkchester"608,120,6,40.833226,-73.860816
233,6X,6X08,609,"St Lawrence Av"609,90,6,40.831509,-73.867618
234,6X,6X09,610,"Morrison Av- Sound View"610,90,6,40.829521,-73.874516
235,6X,6X010,611,"Elder Av"611,60,6,40.828584,-73.879159
236,6X,6X011,612,"Whitlock Av"612,120,6,40.826525,-73.886283
237,6X,6X012,613,"Hunts Point Av"613,120,6,40.820948,-73.890549
238,6X,6X013,619,"3 Av - 138 St"619,420,6,40.810476,-73.926138
239,6X,6X014,621,"125 St"621,180,456,40.804138,-73.937594
240,6X,6X015,622,"116 St"622,90,6,40.798629,-73.941617
241,6X,6X016,623,"110 St"623,90,6,40.79502,-73.94425
242,6X,6X017,624,"103 St"624,60,6,40.7906,-73.947478
243,6X,6X018,625,"96 St"625,90,6,40.785672,-73.95107
244,6X,6X019,626,"86 St"626,120,456,40.779492,-73.955589
245,6X,6X020,627,"77 St"627,120,6,40.77362,-73.959874
246,6X,6X021,628,"68 St - Hunter College"628,120,6,40.768141,-73.96387
247,6X,6X022,629,"59 St"629,90,456FNR,40.762526,-73.967967
248,6X,6X023,630,"51 St"630,120,6EM,40.757107,-73.97192
249,6X,6X024,631,"Grand Central - 42 St"631,120,4567GS,40.751776,-73.976848
250,6X,6X025,632,"33 St"632,120,6,40.746081,-73.982076
251,6X,6X026,633,"28 St"633,60,6,40.74307,-73.984264
252,6X,6X027,634,"23 St"634,60,6,40.739864,-73.986599
253,6X,6X028,635,"14 St - Union Sq"635,120,456LNQR,40.734673,-73.989951
254,6X,6X029,636,"Astor Pl"636,60,6,40.730054,-73.99107
255,6X,6X030,637,"Bleecker St"637,90,6BDFM,40.725915,-73.994659
256,6X,6X031,638,"Spring St"638,60,6,40.722301,-73.997141
257,6X,6X032,639,"Canal St"639,90,6JNQRZ,40.718803,-74.000193
258,6X,6X033,640,"Brooklyn Bridge - City Hall"640,120,456JZ,40.713065,-74.004131
259,7,701,127,"Times Sq - 42 St"127,0,1237ACEGNQRS,40.75529,-73.987495
260,7,702,724,"5 Av"724,90,7BDFM,40.753821,-73.981963
261,7,703,631,"Grand Central - 42 St"631,90,4567GS,40.751776,-73.976848
262,7,704,721,"Vernon Blvd - Jackson Av"721,270,7,40.742626,-73.953581
263,7,705,720,"Hunters Point Av"720,60,7,40.742216,-73.948916
264,7,706,719,"Court Sq"719,120,7EGM,40.747023,-73.945264
265,7,707,718,"Queensboro Plaza"718,90,7N,40.750582,-73.940202
266,7,708,716,"33 St"716,150,7,40.744587,-73.930997
267,7,709,715,"40 St"715,60,7,40.743781,-73.924016
268,7,7010,714,"46 St"714,60,7,40.743132,-73.918435
269,7,7011,713,"52 St"713,60,7,40.744149,-73.912549
270,7,7012,712,"Woodside - 61 St"712,120,7,40.74563,-73.902984
271,7,7013,711,"69 St"711,120,7,40.746325,-73.896403
272,7,7014,710,"74 St - Broadway"710,90,7EFMR,40.746848,-73.891394
273,7,7015,709,"82 St - Jackson Hts"709,60,7,40.747659,-73.883697
274,7,7016,708,"90 St - Elmhurst Av"708,60,7,40.748408,-73.876613
275,7,7017,707,"Junction Blvd"707,90,7,40.749145,-73.869527
276,7,7018,706,"103 St - Corona Plaza"706,60,7,40.749865,-73.8627
277,7,7019,705,"111 St"705,60,7,40.75173,-73.855334
278,7,7020,702,"Mets - Willets Point"702,150,7,40.754622,-73.845625
279,7,7021,701,"Flushing - Main St"701,210,7,40.7596,-73.83003
280,7X,7X01,127,"Times Sq - 42 St"127,0,1237ACEGNQRS,40.75529,-73.987495
281,7X,7X02,724,"5 Av"724,90,7BDFM,40.753821,-73.981963
282,7X,7X03,631,"Grand Central - 42 St"631,90,4567GS,40.751776,-73.976848
283,7X,7X04,721,"Vernon Blvd - Jackson Av"721,300,7,40.742626,-73.953581
284,7X,7X05,720,"Hunters Point Av"720,60,7,40.742216,-73.948916
285,7X,7X06,719,"Court Sq"719,120,7EGM,40.747023,-73.945264
286,7X,7X07,718,"Queensboro Plaza"718,90,7N,40.750582,-73.940202
287,7X,7X08,712,"Woodside - 61 St"712,330,7,40.74563,-73.902984
288,7X,7X09,707,"Junction Blvd"707,240,7,40.749145,-73.869527
289,7X,7X010,702,"Mets - Willets Point"702,300,7,40.754622,-73.845625
290,7X,7X011,701,"Flushing - Main St"701,300,7,40.7596,-73.83003
291,A,A01,H11,"Far Rockaway - Mott Av"H11,0,A,40.603995,-73.755405
292,A,A02,H10,"Beach 25 St"H10,90,A,40.600066,-73.761353
293,A,A03,H09,"Beach 36 St"H09,120,A,40.595398,-73.768175
294,A,A04,H08,"Beach 44 St"H08,90,A,40.592943,-73.776013
295,A,A05,H07,"Beach 60 St"H07,120,A,40.592374,-73.788522
296,A,A06,H06,"Beach 67 St"H06,90,A,40.590927,-73.796924
297,A,A07,H04,"Broad Channel"H04,240,AH,40.608382,-73.815925
298,A,A08,H03,"Howard Beach - JFK Airport"H03,390,A,40.660476,-73.830301
299,A,A09,H02,"Aqueduct - N Conduit Av"H02,120,A,40.668234,-73.834058
300,A,A010,H01,"Aqueduct Racetrack"H01,60,A,40.668234,-73.834058
301,A,A011,A61,"Rockaway Blvd"A61,180,A,40.680429,-73.843853
302,A,A012,A60,"88 St"A60,90,A,40.679843,-73.85147
303,A,A013,A59,"80 St"A59,90,A,40.679371,-73.858992
304,A,A014,A57,"Grant Av"A57,90,A,40.677044,-73.86505
305,A,A015,A55,"Euclid Av"A55,90,AC,40.675377,-73.872106
306,A,A016,A51,"Broadway Jct"A51,240,ACJLZ,40.678334,-73.905316
307,A,A017,A48,"Utica Av"A48,210,AC,40.679364,-73.930729
308,A,A018,A46,"Nostrand Av"A46,180,AC,40.680438,-73.950426
309,A,A019,A42,"Hoyt - Schermerhorn Sts"A42,300,ACG,40.688484,-73.985001
310,A,A020,A41,"Jay St - MetroTech"A41,90,ACFNR,40.692338,-73.987342
311,A,A021,A40,"High St"A40,120,AC,40.699337,-73.990531
312,A,A022,229,"Fulton St"229,180,2345ACJZ,40.709416,-74.006571
313,A,A023,A36,"Chambers St"A36,120,23ACE,40.714111,-74.008585
314,A,A024,A34,"Canal St"A34,90,ACE,40.720824,-74.005229
315,A,A025,A32,"W 4 St"A32,150,ABCDEFM,40.732338,-74.000495
316,A,A026,A31,"14 St"A31,150,ACEL,40.740893,-74.00169
317,A,A027,A28,"34 St - Penn Station"A28,180,ACE,40.752287,-73.993391
318,A,A028,A27,"42 St - Port Authority Bus Terminal"A27,90,1237ACEGNQRS,40.757308,-73.989735
319,A,A029,125,"59 St - Columbus Circle"125,180,1ABCD,40.768247,-73.981929
320,A,A030,A15,"125 St"A15,480,ABCD,40.811109,-73.952343
321,A,A031,A12,"145 St"A12,180,ABCD,40.824783,-73.944216
322,A,A032,A09,"168 St"A09,180,1AC,40.840719,-73.939561
323,A,A033,A07,"175 St"A07,120,A,40.847391,-73.939704
324,A,A034,A06,"181 St"A06,60,A,40.851695,-73.937969
325,A,A035,A05,"190 St"A05,120,A,40.859022,-73.93418
326,A,A036,A03,"Dyckman St"A03,150,A,40.865491,-73.927271
327,A,A037,A02,"Inwood - 207 St"A02,120,A,40.868072,-73.919899
328,B,B01,D03,"Bedford Park Blvd"D03,0,BD,40.873244,-73.887138
329,B,B02,D04,"Kingsbridge Rd"D04,120,BD,40.866978,-73.893509
330,B,B03,D05,"Fordham Rd"D05,120,BD,40.861296,-73.897749
331,B,B04,D06,"182-183 Sts"D06,90,BD,40.856093,-73.900741
332,B,B05,D07,"Tremont Av"D07,90,BD,40.85041,-73.905227
333,B,B06,D08,"174-175 Sts"D08,90,BD,40.8459,-73.910136
334,B,B07,D09,"170 St"D09,150,BD,40.839306,-73.9134
335,B,B08,D10,"167 St"D10,120,BD,40.833771,-73.91844
336,B,B09,414,"161 St - Yankee Stadium"414,150,4BD,40.827994,-73.925831
337,B,B010,D12,"155 St"D12,90,BD,40.830135,-73.938209
338,B,B011,A12,"145 St"A12,90,ABCD,40.824783,-73.944216
339,B,B012,A14,"135 St"A14,120,ABC,40.817894,-73.947649
340,B,B013,A15,"125 St"A15,180,ABCD,40.811109,-73.952343
341,B,B014,A16,"116 St"A16,180,ABC,40.805085,-73.954882
342,B,B015,A17,"Cathedral Pkwy (110 St)"A17,90,ABC,40.800603,-73.958161
343,B,B016,A18,"103 St"A18,60,ABC,40.796092,-73.961454
344,B,B017,A19,"96 St"A19,90,ABC,40.791642,-73.964696
345,B,B018,A20,"86 St"A20,90,ABC,40.785868,-73.968916
346,B,B019,A21,"81 St - Museum of Natural History"A21,90,ABC,40.781433,-73.972143
347,B,B020,A22,"72 St"A22,90,ABC,40.775594,-73.97641
348,B,B021,125,"59 St - Columbus Circle"125,90,1ABCD,40.768247,-73.981929
349,B,B022,D14,"7 Av"D14,120,BDE,40.762862,-73.981637
350,B,B023,D15,"47-50 Sts - Rockefeller Ctr"D15,120,BDFM,40.758663,-73.981329
351,B,B024,D16,"42 St - Bryant Pk"D16,90,7BDFM,40.754222,-73.984569
352,B,B025,D17,"34 St - Herald Sq"D17,120,BDFMNQR,40.749719,-73.987823
353,B,B026,A32,"W 4 St"A32,180,ABCDEFM,40.732338,-74.000495
354,B,B027,D21,"Broadway-Lafayette St"D21,120,BDMQ6,40.725297,-73.996204
355,B,B028,D22,"Grand St"D22,120,BD,40.718267,-73.993753
356,B,B029,R30,"DeKalb Av"R30,510,BDNQR,40.690635,-73.981824
357,B,B030,235,"Atlantic Av - Barclays Ctr"235,120,2345BDNQR,40.684359,-73.977666
358,B,B031,D25,"7 Av"D25,120,BQ,40.67705,-73.972367
359,B,B032,D26,"Prospect Park"D26,270,BFQS,40.661614,-73.962246
360,B,B033,D28,"Church Av"D28,120,BQ,40.650527,-73.962982
361,B,B034,D31,"Newkirk Plaza"D31,150,BQ,40.635082,-73.962793
362,B,B035,D35,"Kings Hwy"D35,270,BQ,40.60867,-73.957734
363,B,B036,D39,"Sheepshead Bay"D39,300,BQ,40.586896,-73.954155
364,B,B037,D40,"Brighton Beach"D40,120,BQ,40.577621,-73.961376
365,C,C01,A09,"168 St"A09,0,1AC,40.840719,-73.939561
366,C,C02,A10,"163 St - Amsterdam Av"A10,60,AC,40.836013,-73.939892
367,C,C03,A11,"155 St"A11,90,AC,40.830518,-73.941514
368,C,C04,A12,"145 St"A12,90,ABCD,40.824783,-73.944216
369,C,C05,A14,"135 St"A14,120,ABC,40.817894,-73.947649
370,C,C06,A15,"125 St"A15,90,ABCD,40.811109,-73.952343
371,C,C07,A16,"116 St"A16,90,ABC,40.805085,-73.954882
372,C,C08,A17,"Cathedral Pkwy (110 St)"A17,90,ABC,40.800603,-73.958161
373,C,C09,A18,"103 St"A18,60,ABC,40.796092,-73.961454
374,C,C010,A19,"96 St"A19,90,ABC,40.791642,-73.964696
375,C,C011,A20,"86 St"A20,90,ABC,40.785868,-73.968916
376,C,C012,A21,"81 St - Museum of Natural History"A21,90,ABC,40.781433,-73.972143
377,C,C013,A22,"72 St"A22,90,ABC,40.775594,-73.97641
378,C,C014,125,"59 St - Columbus Circle"125,90,1ABCD,40.768247,-73.981929
379,C,C015,A25,"50 St"A25,90,ACE,40.762456,-73.985984
380,C,C016,A27,"42 St - Port Authority Bus Terminal"A27,120,1237ACEGNQRS,40.757308,-73.989735
381,C,C017,A28,"34 St - Penn Station"A28,90,ACE,40.752287,-73.993391
