"","Train","FromStopID","FromStation","FromLine","ToStopID","ToStation","ToLine","TravelTime"
"383","F","D20","""W 4 St""","BDFM","D21","""Broadway-Lafayette St""","BDFM",150
"384","F","D21","""Broadway-Lafayette St""","BDFM","F14","""2 Av""","F",90
"385","F","F14","""2 Av""","F","F15","""Delancey St""","F",90
"386","F","F15","""Delancey St""","F","F16","""East Broadway""","F",90
"387","F","F16","""East Broadway""","F","F18","""York St""","F",150
"388","F","F18","""York St""","F","A41","""Jay St - MetroTech""","ACF",90
"389","F","A41","""Jay St - MetroTech""","ACF","F20","""Bergen St""","FG",150
"390","F","F20","""Bergen St""","FG","F21","""Carroll St""","FG",90
"391","F","F21","""Carroll St""","FG","F22","""Smith - 9 Sts""","FG",90
"392","F","F22","""Smith - 9 Sts""","FG","F23","""4 Av""","FG",90
"393","F","F23","""4 Av""","FG","F24","""7 Av""","FG",90
"394","F","F24","""7 Av""","FG","F25","""15 St - Prospect Park""","FG",90
"395","F","F25","""15 St - Prospect Park""","FG","F26","""Fort Hamilton Pkwy""","FG",120
"396","F","F26","""Fort Hamilton Pkwy""","FG","F27","""Church Av""","FG",90
"397","F","F27","""Church Av""","FG","F29","""Ditmas Av""","F",120
"398","F","F29","""Ditmas Av""","F","F30","""18 Av""","F",120
"399","F","F30","""18 Av""","F","F31","""Avenue I""","F",60
"400","F","F31","""Avenue I""","F","F32","""Bay Pkwy""","F",60
"401","F","F32","""Bay Pkwy""","F","F33","""Avenue N""","F",120
"402","F","F33","""Avenue N""","F","F34","""Avenue P""","F",90
"403","F","F34","""Avenue P""","F","F35","""Kings Hwy""","F",300
"404","F","F35","""Kings Hwy""","F","F36","""Avenue U""","F",330
"405","F","F36","""Avenue U""","F","F38","""Avenue X""","F",300
"406","F","F38","""Avenue X""","F","F39","""Neptune Av""","F",300
"407","F","F39","""Neptune Av""","F","D42","""W 8 St - NY Aquarium""","FQ",90
"408","F","D42","""W 8 St - NY Aquarium""","FQ","D43","""Coney Island - Stillwell Av""","DFNQ",90
"410","FS","S01","""Franklin Av""","FS","S03","""Park Pl""","FS",120
"411","FS","S03","""Park Pl""","FS","S04","""Botanic Garden""","FS",90
"412","FS","S04","""Botanic Garden""","FS","D26","""Prospect Park""","BFSQ",180
"414","G","F27","""Church Av""","FG","F26","""Fort Hamilton Pkwy""","FG",120
"415","G","F26","""Fort Hamilton Pkwy""","FG","F25","""15 St - Prospect Park""","FG",150
"416","G","F25","""15 St - Prospect Park""","FG","F24","""7 Av""","FG",120
"417","G","F24","""7 Av""","FG","F23","""4 Av""","FG",120
"418","G","F23","""4 Av""","FG","F22","""Smith - 9 Sts""","FG",90
"419","G","F22","""Smith - 9 Sts""","FG","F21","""Carroll St""","FG",120
"420","G","F21","""Carroll St""","FG","F20","""Bergen St""","FG",90
"421","G","F20","""Bergen St""","FG","A42","""Hoyt - Schermerhorn Sts""","ACG",120
"422","G","A42","""Hoyt - Schermerhorn Sts""","ACG","G36","""Fulton St""","G",90
"423","G","G36","""Fulton St""","G","G35","""Clinton - Washington Avs""","G",90
"424","G","G35","""Clinton - Washington Avs""","G","G34","""Classon Av""","G",90
"425","G","G34","""Classon Av""","G","G33","""Bedford - Nostrand Avs""","G",60
"426","G","G33","""Bedford - Nostrand Avs""","G","G32","""Myrtle - Willoughby Avs""","G",90
"427","G","G32","""Myrtle - Willoughby Avs""","G","G31","""Flushing Av""","G",90
"428","G","G31","""Flushing Av""","G","G30","""Broadway""","G",90
"429","G","G30","""Broadway""","G","G29","""Metropolitan Av""","G",60
"430","G","G29","""Metropolitan Av""","G","G28","""Nassau Av""","G",180
"431","G","G28","""Nassau Av""","G","G26","""Greenpoint Av""","G",90
"432","G","G26","""Greenpoint Av""","G","G24","""21 St""","G",150
"433","G","G24","""21 St""","G","G22","""Court Sq""","G",60
"435","H","H15","""Rockaway Park - Beach 116 St""","H","H14","""Beach 105 St""","H",150
"436","H","H14","""Beach 105 St""","H","H13","""Beach 98 St""","H",90
"437","H","H13","""Beach 98 St""","H","H12","""Beach 90 St""","H",120
"438","H","H12","""Beach 90 St""","H","H04","""Broad Channel""","AH",360
"440","J","G05","""Jamaica Center - Parsons/Archer""","EJZ","G06","""Sutphin Blvd - Archer Av - JFK Airport""","EJZ",60
"441","J","G06","""Sutphin Blvd - Archer Av - JFK Airport""","EJZ","J12","""121 St""","JZ",240
"442","J","J12","""121 St""","JZ","J13","""111 St""","J",90
"443","J","J13","""111 St""","J","J14","""104 St""","JZ",120
"444","J","J14","""104 St""","JZ","J15","""Woodhaven Blvd""","JZ",90
"445","J","J15","""Woodhaven Blvd""","JZ","J16","""85 St - Forest Pkwy""","J",120
"446","J","J16","""85 St - Forest Pkwy""","J","J17","""75 St""","JZ",90
"447","J","J17","""75 St""","JZ","J19","""Cypress Hills""","J",60
"448","J","J19","""Cypress Hills""","J","J20","""Crescent St""","JZ",120
"449","J","J20","""Crescent St""","JZ","J21","""Norwood Av""","JZ",120
"450","J","J21","""Norwood Av""","JZ","J22","""Cleveland St""","J",60
"451","J","J22","""Cleveland St""","J","J23","""Van Siclen Av""","JZ",90
"452","J","J23","""Van Siclen Av""","JZ","J24","""Alabama Av""","JZ",90
"453","J","J24","""Alabama Av""","JZ","J27","""Broadway Jct""","JZ",120
"454","J","J27","""Broadway Jct""","JZ","J28","""Chauncey St""","JZ",90
"455","J","J28","""Chauncey St""","JZ","J29","""Halsey St""","J",90
"456","J","J29","""Halsey St""","J","J30","""Gates Av""","JZ",90
"457","J","J30","""Gates Av""","JZ","J31","""Kosciuszko St""","J",90
"458","J","J31","""Kosciuszko St""","J","M11","""Myrtle Av""","JMZ",120
"459","J","M11","""Myrtle Av""","JMZ","M12","""Flushing Av""","JM",90
"460","J","M12","""Flushing Av""","JM","M13","""Lorimer St""","JM",90
"461","J","M13","""Lorimer St""","JM","M14","""Hewes St""","JM",90
"462","J","M14","""Hewes St""","JM","M16","""Marcy Av""","JMZ",60
"463","J","M16","""Marcy Av""","JMZ","M18","""Essex St""","JMZ",450
"464","J","M18","""Essex St""","JMZ","M19","""Bowery""","JZ",90
"465","J","M19","""Bowery""","JZ","M20","""Canal St""","JZ",90
"466","J","M20","""Canal St""","JZ","M21","""Chambers St""","JZ",90
"467","J","M21","""Chambers St""","JZ","M22","""Fulton St""","JZ",60
"468","J","M22","""Fulton St""","JZ","M23","""Broad St""","JZ",90
"470","Z","G05","""Jamaica Center - Parsons/Archer""","EJZ","G06","""Sutphin Blvd - Archer Av - JFK Airport""","EJZ",60
"471","Z","G06","""Sutphin Blvd - Archer Av - JFK Airport""","EJZ","J12","""121 St""","JZ",240
"472","Z","J12","""121 St""","JZ","J14","""104 St""","JZ",180
"473","Z","J14","""104 St""","JZ","J15","""Woodhaven Blvd""","JZ",90
"474","Z","J15","""Woodhaven Blvd""","JZ","J17","""75 St""","JZ",180
"475","Z","J17","""75 St""","JZ","J20","""Crescent St""","JZ",150
"476","Z","J20","""Crescent St""","JZ","J21","""Norwood Av""","JZ",90
"477","Z","J21","""Norwood Av""","JZ","J23","""Van Siclen Av""","JZ",150
"478","Z","J23","""Van Siclen Av""","JZ","J24","""Alabama Av""","JZ",60
"479","Z","J24","""Alabama Av""","JZ","J27","""Broadway Jct""","JZ",90
"480","Z","J27","""Broadway Jct""","JZ","J28","""Chauncey St""","JZ",60
"481","Z","J28","""Chauncey St""","JZ","J30","""Gates Av""","JZ",150
"482","Z","J30","""Gates Av""","JZ","M11","""Myrtle Av""","JMZ",180
"483","Z","M11","""Myrtle Av""","JMZ","M16","""Marcy Av""","JMZ",240
"484","Z","M16","""Marcy Av""","JMZ","M18","""Essex St""","JMZ",450
"485","Z","M18","""Essex St""","JMZ","M19","""Bowery""","JZ",90
"486","Z","M19","""Bowery""","JZ","M20","""Canal St""","JZ",120
"487","Z","M20","""Canal St""","JZ","M21","""Chambers St""","JZ",90
"488","Z","M21","""Chambers St""","JZ","M22","""Fulton St""","JZ",90
"489","Z","M22","""Fulton St""","JZ","M23","""Broad St""","JZ",90
"491","L","L28","""E 105 St""","L","L27","""New Lots Av""","L",120
"492","L","L27","""New Lots Av""","L","L26","""Livonia Av""","L",90
"493","L","L26","""Livonia Av""","L","L25","""Sutter Av""","L",90
"494","L","L25","""Sutter Av""","L","L24","""Atlantic Av""","L",90
"495","L","L24","""Atlantic Av""","L","L22","""Broadway Jct""","L",90
"496","L","L22","""Broadway Jct""","L","L21","""Bushwick Av - Aberdeen St""","L",60
"497","L","L21","""Bushwick Av - Aberdeen St""","L","L20","""Wilson Av""","L",90
"498","L","L20","""Wilson Av""","L","L19","""Halsey St""","L",120
"499","L","L19","""Halsey St""","L","L17","""Myrtle - Wyckoff Avs""","L",90
"500","L","L17","""Myrtle - Wyckoff Avs""","L","L16","""DeKalb Av""","L",90
"501","L","L16","""DeKalb Av""","L","L15","""Jefferson St""","L",90
"502","L","L15","""Jefferson St""","L","L14","""Morgan Av""","L",120
"503","L","L14","""Morgan Av""","L","L13","""Montrose Av""","L",120
"504","L","L13","""Montrose Av""","L","L12","""Grand St""","L",60
"505","L","L12","""Grand St""","L","L11","""Graham Av""","L",90
"506","L","L11","""Graham Av""","L","L10","""Lorimer St""","L",60
"507","L","L10","""Lorimer St""","L","L08","""Bedford Av""","L",90
"508","L","L08","""Bedford Av""","L","L06","""1 Av""","L",240
"509","L","L06","""1 Av""","L","L05","""3 Av""","L",60
"510","L","L05","""3 Av""","L","L03","""Union Sq - 14 St""","L",90
"511","L","L03","""Union Sq - 14 St""","L","L02","""6 Av""","L",90
"512","L","L02","""6 Av""","L","L01","""8 Av""","L",90
"513","L","L01","""8 Av""","L","L29","""Canarsie - Rockaway Pkwy""","L",90
"515","M","G08","""Forest Hills - 71 Av""","EFMR","G09","""67 Av""","EMR",120
"516","M","G09","""67 Av""","EMR","G10","""63 Dr - Rego Park""","EMR",120
"517","M","G10","""63 Dr - Rego Park""","EMR","G11","""Woodhaven Blvd""","EMR",90
"518","M","G11","""Woodhaven Blvd""","EMR","G12","""Grand Av - Newtown""","EMR",120
"519","M","G12","""Grand Av - Newtown""","EMR","G13","""Elmhurst Av""","EMR",90
"520","M","G13","""Elmhurst Av""","EMR","G14","""Jackson Hts - Roosevelt Av""","EFMR",120
"521","M","G14","""Jackson Hts - Roosevelt Av""","EFMR","G15","""65 St""","EMR",90
"522","M","G15","""65 St""","EMR","G16","""Northern Blvd""","EMR",90
"523","M","G16","""Northern Blvd""","EMR","G18","""46 St""","EMR",90
"524","M","G18","""46 St""","EMR","G19","""Steinway St""","EMR",120
"525","M","G19","""Steinway St""","EMR","G20","""36 St""","EMR",120
"526","M","G20","""36 St""","EMR","G21","""Queens Plaza""","EMR",120
"527","M","G21","""Queens Plaza""","EMR","F09","""Court Sq""","EM",120
"528","M","F09","""Court Sq""","EM","F11","""Lexington Av/53 St""","EM",210
"529","M","F11","""Lexington Av/53 St""","EM","F12","""5 Av/53 St""","EM",120
"530","M","F12","""5 Av/53 St""","EM","D15","""47-50 Sts - Rockefeller Ctr""","BDFM",120
"531","M","D15","""47-50 Sts - Rockefeller Ctr""","BDFM","D16","""42 St - Bryant Pk""","BDFM",90
"532","M","D16","""42 St - Bryant Pk""","BDFM","D17","""34 St - Herald Sq""","BDFM",90
"533","M","D17","""34 St - Herald Sq""","BDFM","D18","""23 St""","FM",120
"534","M","D18","""23 St""","FM","D19","""14 St""","FM",90
"535","M","D19","""14 St""","FM","D20","""W 4 St""","BDFM",90
"536","M","D20","""W 4 St""","BDFM","D21","""Broadway-Lafayette St""","BDFM",150
"537","M","D21","""Broadway-Lafayette St""","BDFM","M18","""Essex St""","JMZ",180
"538","M","M18","""Essex St""","JMZ","M16","""Marcy Av""","JMZ",450
"539","M","M16","""Marcy Av""","JMZ","M14","""Hewes St""","JM",60
"540","M","M14","""Hewes St""","JM","M13","""Lorimer St""","JM",90
"541","M","M13","""Lorimer St""","JM","M12","""Flushing Av""","JM",90
"542","M","M12","""Flushing Av""","JM","M11","""Myrtle Av""","JMZ",150
"543","M","M11","""Myrtle Av""","JMZ","M10","""Central Av""","M",240
"544","M","M10","""Central Av""","M","M09","""Knickerbocker Av""","M",90
"545","M","M09","""Knickerbocker Av""","M","M08","""Myrtle - Wyckoff Avs""","M",120
"546","M","M08","""Myrtle - Wyckoff Avs""","M","M06","""Seneca Av""","M",90
"547","M","M06","""Seneca Av""","M","M05","""Forest Av""","M",60
"548","M","M05","""Forest Av""","M","M04","""Fresh Pond Rd""","M",90
"549","M","M04","""Fresh Pond Rd""","M","M01","""Middle Village - Metropolitan Av""","M",120
"551","N","R01","""Astoria - Ditmars Blvd""","NQ","R03","""Astoria Blvd""","NQ",90
"552","N","R03","""Astoria Blvd""","NQ","R04","""30 Av""","NQ",60
"553","N","R04","""30 Av""","NQ","R05","""Broadway""","NQ",90
"554","N","R05","""Broadway""","NQ","R06","""36 Av""","NQ",120
"555","N","R06","""36 Av""","NQ","R08","""39 Av""","N",60
"556","N","R08","""39 Av""","N","R09","""Queensboro Plaza""","N",120
"557","N","R09","""Queensboro Plaza""","N","R11","""Lexington Av/59 St""","NR",270
"558","N","R11","""Lexington Av/59 St""","NR","R13","""5 Av/59 St""","NR",90
"559","N","R13","""5 Av/59 St""","NR","R14","""57 St - 7 Av""","NQR",150
"560","N","R14","""57 St - 7 Av""","NQR","R15","""49 St""","NQR",90
"561","N","R15","""49 St""","NQR","R16","""Times Sq - 42 St""","NQR",90
"562","N","R16","""Times Sq - 42 St""","NQR","R17","""34 St - Herald Sq""","NQR",90
"563","N","R17","""34 St - Herald Sq""","NQR","R18","""28 St""","NQR",60
"564","N","R18","""28 St""","NQR","R19","""23 St""","NQR",60
"565","N","R19","""23 St""","NQR","R20","""14 St - Union Sq""","NQR",90
"566","N","R20","""14 St - Union Sq""","NQR","R21","""8 St - NYU""","NQR",90
"567","N","R21","""8 St - NYU""","NQR","R22","""Prince St""","NQR",90
"568","N","R22","""Prince St""","NQR","R23","""Canal St""","NR",90
"569","N","R23","""Canal St""","NR","R24","""City Hall""","NR",150
"570","N","R24","""City Hall""","NR","R25","""Cortlandt St""","NR",120
"571","N","R25","""Cortlandt St""","NR","R26","""Rector St""","NR",60
"572","N","R26","""Rector St""","NR","R27","""Whitehall St""","NR",120
"573","N","R27","""Whitehall St""","NR","R28","""Court St""","NR",210
"574","N","R28","""Court St""","NR","R29","""Jay St - MetroTech""","NR",120
"575","N","R29","""Jay St - MetroTech""","NR","R30","""DeKalb Av""","BDNQR",300
"576","N","R30","""DeKalb Av""","BDNQR","R31","""Atlantic Av - Barclays Ctr""","DNR",390
"577","N","R31","""Atlantic Av - Barclays Ctr""","DNR","R32","""Union St""","DNR",120
"578","N","R32","""Union St""","DNR","R33","""9 St""","DNR",90
"579","N","R33","""9 St""","DNR","R34","""Prospect Av""","DNR",120
"580","N","R34","""Prospect Av""","DNR","R35","""25 St""","DNR",90
"581","N","R35","""25 St""","DNR","R36","""36 St""","DNR",90
"582","N","R36","""36 St""","DNR","R39","""45 St""","NR",120
"583","N","R39","""45 St""","NR","R40","""53 St""","NR",90
"584","N","R40","""53 St""","NR","R41","""59 St""","NR",90
"585","N","R41","""59 St""","NR","N02","""8 Av""","N",180
"586","N","N02","""8 Av""","N","N03","""Fort Hamilton Pkwy""","N",90
"587","N","N03","""Fort Hamilton Pkwy""","N","N04","""New Utrecht Av""","N",120
"588","N","N04","""New Utrecht Av""","N","N05","""18 Av""","N",90
"589","N","N05","""18 Av""","N","N06","""20 Av""","N",90
"590","N","N06","""20 Av""","N","N07","""Bay Pkwy""","N",90
"591","N","N07","""Bay Pkwy""","N","N08","""Kings Hwy""","N",120
"592","N","N08","""Kings Hwy""","N","N09","""Avenue U""","N",120
"593","N","N09","""Avenue U""","N","N10","""86 St""","N",60
"594","N","N10","""86 St""","N","D43","""Coney Island - Stillwell Av""","DFNQ",240
"596","Q","R14","""57 St - 7 Av""","NQR","R15","""49 St""","NQR",90
"597","Q","R15","""49 St""","NQR","R16","""Times Sq - 42 St""","NQR",90
"598","Q","R16","""Times Sq - 42 St""","NQR","R17","""34 St - Herald Sq""","NQR",90
"599","Q","R17","""34 St - Herald Sq""","NQR","R18","""28 St""","NQR",60
"600","Q","R18","""28 St""","NQR","R19","""23 St""","NQR",60
"601","Q","R19","""23 St""","NQR","R20","""14 St - Union Sq""","NQR",90
"602","Q","R20","""14 St - Union Sq""","NQR","R21","""8 St - NYU""","NQR",90
"603","Q","R21","""8 St - NYU""","NQR","R22","""Prince St""","NQR",90
"604","Q","R22","""Prince St""","NQR","Q01","""Canal St""","Q",120
"605","Q","Q01","""Canal St""","Q","R30","""DeKalb Av""","BDNQR",480
"606","Q","R30","""DeKalb Av""","BDNQR","D24","""Atlantic Av - Barclays Ctr""","BQ",90
"607","Q","D24","""Atlantic Av - Barclays Ctr""","BQ","D25","""7 Av""","BQ",150
"608","Q","D25","""7 Av""","BQ","D26","""Prospect Park""","BFSQ",240
"609","Q","D26","""Prospect Park""","BFSQ","D27","""Parkside Av""","Q",90
"610","Q","D27","""Parkside Av""","Q","D28","""Church Av""","BQ",90
"611","Q","D28","""Church Av""","BQ","D29","""Beverley Rd""","Q",90
"612","Q","D29","""Beverley Rd""","Q","D30","""Cortelyou Rd""","Q",30
"613","Q","D30","""Cortelyou Rd""","Q","D31","""Newkirk Plaza""","BQ",90
"614","Q","D31","""Newkirk Plaza""","BQ","D32","""Avenue H""","Q",90
"615","Q","D32","""Avenue H""","Q","D33","""Avenue J""","Q",60
"616","Q","D33","""Avenue J""","Q","D34","""Avenue M""","Q",120
"617","Q","D34","""Avenue M""","Q","D35","""Kings Hwy""","BQ",120
"618","Q","D35","""Kings Hwy""","BQ","D37","""Avenue U""","Q",150
"619","Q","D37","""Avenue U""","Q","D38","""Neck Rd""","Q",60
"620","Q","D38","""Neck Rd""","Q","D39","""Sheepshead Bay""","BQ",150
"621","Q","D39","""Sheepshead Bay""","BQ","D40","""Brighton Beach""","BQ",120
"622","Q","D40","""Brighton Beach""","BQ","D41","""Ocean Pkwy""","Q",120
"623","Q","D41","""Ocean Pkwy""","Q","D42","""W 8 St - NY Aquarium""","FQ",120
"624","Q","D42","""W 8 St - NY Aquarium""","FQ","D43","""Coney Island - Stillwell Av""","DFNQ",90
"625","Q","D43","""Coney Island - Stillwell Av""","DFNQ","R06","""36 Av""","NQ",60
"626","Q","R06","""36 Av""","NQ","R05","""Broadway""","NQ",120
"627","Q","R05","""Broadway""","NQ","R04","""30 Av""","NQ",90
"628","Q","R04","""30 Av""","NQ","R03","""Astoria Blvd""","NQ",90
"629","Q","R03","""Astoria Blvd""","NQ","R01","""Astoria - Ditmars Blvd""","NQ",90
"631","R","R36","""36 St""","DNR","R39","""45 St""","NR",120
"632","R","R39","""45 St""","NR","R40","""53 St""","NR",90
"633","R","R40","""53 St""","NR","R41","""59 St""","NR",90
"634","R","R41","""59 St""","NR","R42","""Bay Ridge Av""","R",120
"635","R","R42","""Bay Ridge Av""","R","R43","""77 St""","R",90
"636","R","R43","""77 St""","R","R44","""86 St""","R",120
"637","R","R44","""86 St""","R","R45","""Bay Ridge - 95 St""","R",90
"638","R","R45","""Bay Ridge - 95 St""","R","R35","""25 St""","DNR",90
"639","R","R35","""25 St""","DNR","R34","""Prospect Av""","DNR",90
"640","R","R34","""Prospect Av""","DNR","R33","""9 St""","DNR",120
"641","R","R33","""9 St""","DNR","R32","""Union St""","DNR",90
"642","R","R32","""Union St""","DNR","R31","""Atlantic Av - Barclays Ctr""","DNR",120
"643","R","R31","""Atlantic Av - Barclays Ctr""","DNR","R30","""DeKalb Av""","BDNQR",270
"644","R","R30","""DeKalb Av""","BDNQR","R29","""Jay St - MetroTech""","NR",180
"645","R","R29","""Jay St - MetroTech""","NR","R28","""Court St""","NR",120
"646","R","R28","""Court St""","NR","R27","""Whitehall St""","NR",210
"647","R","R27","""Whitehall St""","NR","R26","""Rector St""","NR",120
"648","R","R26","""Rector St""","NR","R25","""Cortlandt St""","NR",60
"649","R","R25","""Cortlandt St""","NR","R24","""City Hall""","NR",120
"650","R","R24","""City Hall""","NR","R23","""Canal St""","NR",150
"651","R","R23","""Canal St""","NR","R22","""Prince St""","NQR",90
"652","R","R22","""Prince St""","NQR","R21","""8 St - NYU""","NQR",120
"653","R","R21","""8 St - NYU""","NQR","R20","""14 St - Union Sq""","NQR",90
"654","R","R20","""14 St - Union Sq""","NQR","R19","""23 St""","NQR",90
"655","R","R19","""23 St""","NQR","R18","""28 St""","NQR",60
"656","R","R18","""28 St""","NQR","R17","""34 St - Herald Sq""","NQR",60
"657","R","R17","""34 St - Herald Sq""","NQR","R16","""Times Sq - 42 St""","NQR",90
"658","R","R16","""Times Sq - 42 St""","NQR","R15","""49 St""","NQR",90
"659","R","R15","""49 St""","NQR","R14","""57 St - 7 Av""","NQR",90
"660","R","R14","""57 St - 7 Av""","NQR","R13","""5 Av/59 St""","NR",150
"661","R","R13","""5 Av/59 St""","NR","R11","""Lexington Av/59 St""","NR",90
"662","R","R11","""Lexington Av/59 St""","NR","G21","""Queens Plaza""","EMR",330
"663","R","G21","""Queens Plaza""","EMR","G20","""36 St""","EMR",120
"664","R","G20","""36 St""","EMR","G19","""Steinway St""","EMR",120
"665","R","G19","""Steinway St""","EMR","G18","""46 St""","EMR",90
"666","R","G18","""46 St""","EMR","G16","""Northern Blvd""","EMR",90
"667","R","G16","""Northern Blvd""","EMR","G15","""65 St""","EMR",60
"668","R","G15","""65 St""","EMR","G14","""Jackson Hts - Roosevelt Av""","EFMR",90
"669","R","G14","""Jackson Hts - Roosevelt Av""","EFMR","G13","""Elmhurst Av""","EMR",90
"670","R","G13","""Elmhurst Av""","EMR","G12","""Grand Av - Newtown""","EMR",90
"671","R","G12","""Grand Av - Newtown""","EMR","G11","""Woodhaven Blvd""","EMR",120
"672","R","G11","""Woodhaven Blvd""","EMR","G10","""63 Dr - Rego Park""","EMR",60
"673","R","G10","""63 Dr - Rego Park""","EMR","G09","""67 Av""","EMR",120
"674","R","G09","""67 Av""","EMR","G08","""Forest Hills - 71 Av""","EFMR",90
"676","A","A02","""Inwood - 207 St""","A","A03","""Dyckman St""","A",90
"677","A","A03","""Dyckman St""","A","A05","""190 St""","A",120
"678","A","A05","""190 St""","A","A06","""181 St""","A",120
"679","A","A06","""181 St""","A","A07","""175 St""","A",60
"680","A","A07","""175 St""","A","A09","""168 St""","AC",120
"681","A","A09","""168 St""","AC","A10","""163 St - Amsterdam Av""","AC",90
"682","A","A10","""163 St - Amsterdam Av""","AC","A11","""155 St""","AC",90
"683","A","A11","""155 St""","AC","A12","""145 St""","AC",90
"684","A","A12","""145 St""","AC","A14","""135 St""","ABC",120
"685","A","A14","""135 St""","ABC","A15","""125 St""","ABCD",90
"686","A","A15","""125 St""","ABCD","A16","""116 St""","ABC",90
"687","A","A16","""116 St""","ABC","A17","""Cathedral Pkwy (110 St)""","ABC",90
"688","A","A17","""Cathedral Pkwy (110 St)""","ABC","A18","""103 St""","ABC",60
"689","A","A18","""103 St""","ABC","A19","""96 St""","ABC",90
"690","A","A19","""96 St""","ABC","A20","""86 St""","ABC",90
"691","A","A20","""86 St""","ABC","A21","""81 St - Museum of Natural History""","ABC",90
"692","A","A21","""81 St - Museum of Natural History""","ABC","A22","""72 St""","ABC",90
"693","A","A22","""72 St""","ABC","A24","""59 St - Columbus Circle""","ABCD",90
"694","A","A24","""59 St - Columbus Circle""","ABCD","A25","""50 St""","ACE",90
"695","A","A25","""50 St""","ACE","A27","""42 St - Port Authority Bus Terminal""","ACE",120
"696","A","A27","""42 St - Port Authority Bus Terminal""","ACE","A28","""34 St - Penn Station""","ACE",60
"697","A","A28","""34 St - Penn Station""","ACE","A30","""23 St""","ACE",90
"698","A","A30","""23 St""","ACE","A31","""14 St""","ACE",90
"699","A","A31","""14 St""","ACE","A32","""W 4 St""","ACE",120
"700","A","A32","""W 4 St""","ACE","A33","""Spring St""","ACE",90
"701","A","A33","""Spring St""","ACE","A34","""Canal St""","ACE",90
"702","A","A34","""Canal St""","ACE","A36","""Chambers St""","AC",120
"703","A","A36","""Chambers St""","AC","A38","""Fulton St""","AC",120
"704","A","A38","""Fulton St""","AC","A40","""High St""","AC",180
"705","A","A40","""High St""","AC","A41","""Jay St - MetroTech""","ACF",120
"706","A","A41","""Jay St - MetroTech""","ACF","A42","""Hoyt - Schermerhorn Sts""","ACG",90
"707","A","A42","""Hoyt - Schermerhorn Sts""","ACG","A43","""Lafayette Av""","AC",120
"708","A","A43","""Lafayette Av""","AC","A44","""Clinton - Washington Avs""","AC",90
"709","A","A44","""Clinton - Washington Avs""","AC","A45","""Franklin Av""","AC",90
"710","A","A45","""Franklin Av""","AC","A46","""Nostrand Av""","AC",60
"711","A","A46","""Nostrand Av""","AC","A47","""Kingston - Throop Avs""","AC",120
"712","A","A47","""Kingston - Throop Avs""","AC","A48","""Utica Av""","AC",90
"713","A","A48","""Utica Av""","AC","A49","""Ralph Av""","AC",120
"714","A","A49","""Ralph Av""","AC","A50","""Rockaway Av""","AC",90
"715","A","A50","""Rockaway Av""","AC","A51","""Broadway Jct""","AC",90
"716","A","A51","""Broadway Jct""","AC","A52","""Liberty Av""","AC",120
"717","A","A52","""Liberty Av""","AC","A53","""Van Siclen Av""","AC",90
"718","A","A53","""Van Siclen Av""","AC","A54","""Shepherd Av""","AC",90
"719","A","A54","""Shepherd Av""","AC","A55","""Euclid Av""","AC",90
"720","A","A55","""Euclid Av""","AC","A57","""Grant Av""","A",90
"721","A","A57","""Grant Av""","A","A59","""80 St""","A",90
"722","A","A59","""80 St""","A","A60","""88 St""","A",90
"723","A","A60","""88 St""","A","A61","""Rockaway Blvd""","A",90
"724","A","A61","""Rockaway Blvd""","A","H02","""Aqueduct - N Conduit Av""","A",240
"725","A","H02","""Aqueduct - N Conduit Av""","A","H03","""Howard Beach - JFK Airport""","A",120
"726","A","H03","""Howard Beach - JFK Airport""","A","H04","""Broad Channel""","AH",390
"727","A","H04","""Broad Channel""","AH","H06","""Beach 67 St""","A",480
"728","A","H06","""Beach 67 St""","A","H07","""Beach 60 St""","A",540
"729","A","H07","""Beach 60 St""","A","H08","""Beach 44 St""","A",330
"730","A","H08","""Beach 44 St""","A","H09","""Beach 36 St""","A",90
"731","A","H09","""Beach 36 St""","A","H10","""Beach 25 St""","A",120
"732","A","H10","""Beach 25 St""","A","H11","""Far Rockaway - Mott Av""","A",90
"733","A","H11","""Far Rockaway - Mott Av""","A","A02","""Inwood - 207 St""","A",240
"735","B","D03","""Bedford Park Blvd""","BD","D04","""Kingsbridge Rd""","BD",120
"736","B","D04","""Kingsbridge Rd""","BD","D05","""Fordham Rd""","BD",120
"737","B","D05","""Fordham Rd""","BD","D06","""182-183 Sts""","BD",90
"738","B","D06","""182-183 Sts""","BD","D07","""Tremont Av""","BD",90
"739","B","D07","""Tremont Av""","BD","D08","""174-175 Sts""","BD",90
"740","B","D08","""174-175 Sts""","BD","D09","""170 St""","BD",150
"741","B","D09","""170 St""","BD","D10","""167 St""","BD",120
"742","B","D10","""167 St""","BD","D11","""161 St - Yankee Stadium""","BD",150
"743","B","D11","""161 St - Yankee Stadium""","BD","D12","""155 St""","BD",90
"744","B","D12","""155 St""","BD","D13","""145 St""","BD",90
"745","B","D13","""145 St""","BD","A14","""135 St""","ABC",120
"746","B","A14","""135 St""","ABC","A15","""125 St""","ABCD",210
"747","B","A15","""125 St""","ABCD","A16","""116 St""","ABC",210
"748","B","A16","""116 St""","ABC","A17","""Cathedral Pkwy (110 St)""","ABC",90
"749","B","A17","""Cathedral Pkwy (110 St)""","ABC","A18","""103 St""","ABC",60
"750","B","A18","""103 St""","ABC","A19","""96 St""","ABC",90
