"lexington av/59 st" [10, '"kingston ave"']
"167 st" [2, '"103 st"']
"137 st - city college" [13, '"110 st-cathedrl"']
"christopher st - sheridan sq" [18, '"34 st-herald sq"']
"hewes st" [5, '"103 st"']
"annadale" [8, '"103 st"']
"grant city" [7, '"ave i"']
"grand st" [5, '"103 st"']
"astor pl" [7, '"103 st"']
"newkirk plaza" [7, '"newark bm bw"']
"68 st - hunter college" [13, '"66 st-lincoln"']
"135 st" [2, '"103 st"']
"sutphin blvd" [8, '"buhre ave"']
"pleasant plains" [10, '"alabama ave"']
"northern blvd" [8, '"eastern pkwy"']
"nostrand av" [5, '"nassau av"']
"111 st" [2, '"103 st"']
"middletown rd" [8, '"fulton st"']
"57 st" [2, '"14 st"']
"stop_name" [7, '"18 ave"']
"saratoga av" [6, '"alabama ave"']
"25 av" [2, '"20 ave"']
"w 4 st" [3, '"103 st"']
"rector st" [5, '"bergen st"']
"jefferson st" [8, '"33 st/rawson st"']
"62 st" [2, '"121 st"']
"canal st" [5, '"103 st"']
"city hall" [7, '"18 ave"']
"freeman st" [5, '"bergen st"']
"winthrop st" [7, '"beach 25 st"']
"marcy av" [5, '"burke ave"']
"bedford park blvd" [7, '"bedford ave"']
"14 st" [2, '"103 st"']
"33 st" [2, '"103 st"']
"71 st" [2, '"110 st"']
"bleecker st" [6, '"beach 25 st"']
"52 st" [2, '"121 st"']
"avenue h" [7, '"18 ave"']
"175 st" [2, '"103 st"']
"28 st" [2, '"121 st"']
"zerega av" [4, '"nereid ave"']
"155 st" [2, '"103 st"']
"prince's bay" [8, '"crescent st"']
"w 8 st - ny aquarium" [13, '"138 st-3 ave"']
"6 av" [2, '"1 ave"']
"tottenville" [7, '"sutter ave"']
"classon av" [6, '"alabama ave"']
"beach 67 st" [2, '"beach 25 st"']
"207 st" [8]
"bay ridge - 95 st" [10, '"5 ave-59 st"']
"middle village - metropolitan av" [23, '"lexington ave"']
"bedford av" [8, '"14 st-6 ave"']
"3 av - 138 st" [8, '"135 st"']
"allerton av" [7, '"alabama ave"']
"125 st" [2, '"103 st"']
"seneca av" [5, '"central ave"']
"delancey st" [6, '"bergen st"']
"168 st - washington hts" [15, '"137 st-city col"']
"dyckman st" [5, '"canal st"']
"79 st" [2, '"14 st"']
"121 st" [2, '"103 st"']
"broadway-lafayette st" [9, '"broadway-31 st"']
"pelham pkwy" [7, '"eastern pkwy"']
"avenue m" [4, '"ave h"']
"parkchester" [7, '"baychester ave"']
"baychester av" [8, '"allerton ave"']
"flatbush av - brooklyn college" [19, '"brooklyn bridge"']
"grand central - 42 st" [14, '"beach 44 st"']
"nassau" [4, '"ave u"']
"wakefield - 241 st" [11, '"oxford-104 st"']
"eltingville" [8, '"city hall"']
"mets - willets point" [14, '"42 st-times sq"']
"brighton beach" [11, '"138 st-3 ave"']
"wilson av" [5, '"classon ave"']
"liberty av" [6, '"allerton ave"']
"jefferson av" [6, '"allerton ave"']
"essex st" [5, '"103 st"']
"168 st" [2, '"103 st"']
"82 st - jackson hts" [10, '"33 st/rawson st"']
"utica av" [5, '"marcy ave"']
"lafayette av" [7, '"baychester ave"']
"newkirk av" [4, '"newark c"']
"36 av" [3, '"18 ave"']
"simpson st" [6, '"bergen st"']
"67 av" [3, '"167 st"']
"bronx park east" [10, '"bay 50 st"']
"80 st" [2, '"103 st"']
"lexington av/63 st" [10, '"kingston ave"']
"buhre av" [5, '"brook ave"']
"east broadway" [5, '"168 st-broadway"']
"190 st" [2, '"103 st"']
"church av" [5, '"burke ave"']
"chauncey st" [7, '"5 ave-53 st"']
"18 st" [2, '"103 st"']
"stapleton" [6, '"ave n"']
"woodhaven blvd" [8, '"fordham road"']
"forest av" [5, '"cypress ave"']
"42 st - bryant pk" [10, '"22 ave-bay pky"']
"st george" [6, '"station"']
"queensboro plaza" [8, '"newkirk plaza"']
"18 av" [3, '"14 st"']
"176 st" [2, '"103 st"']
"fort hamilton pkwy" [11, '"eastern pkwy"']
"50 st" [7]
"75 st" [2, '"125 st"']
"livonia av" [6, '"liberty ave"']
"e 149 st" [3, '"145 st"']
"85 st - forest pkwy" [14, '"103 st-corona"']
"carroll st" [5, '"broad st"']
"231 st" [2, '"111 st"']
"kosciuszko st" [8, '"clark st"']
"union sq - 14 st" [9, '"court sq-23 st"']
"norwood av" [4, '"longwood ave"']
"oakwood heights" [11, '"broad st"']
"kingston - throop avs" [10, '"kingston ave"']
"cathedral pkwy (110 st)" [16, '"bay 50 st"']
"euclid av" [6, '"bedford ave"']
"gates av" [5, '"ave h"']
"york st" [4, '"103 st"']
"47-50 sts - rockefeller ctr" [17, '"15 st-prospect"']
"fresh pond rd" [8, '"crescent st"']
"169 st" [2, '"103 st"']
"bushwick av - aberdeen st" [16, '"botanic garden"']
"crown hts - utica av" [13, '"clinton-wash av"']
"cypress hills" [8, '"city hall"']
"bay terrace" [7, '"astor place"']
"8 st - nyu" [7, '"138 st-3 ave"']
"dongan hills" [8, '"city hall"']
"170 st" [2, '"103 st"']
"215 st" [3, '"103 st"']
"sheepshead bay" [11, '"22 ave-bay pky"']
"jay st - metrotech" [11, '"15 st-prospect"']
"new lots av" [6, '"newkirk ave"']
"tremont av" [3, '"e tremont ave"']
"233 st" [2, '"103 st"']
"brook av" [4, '"broad st"']
"graham av" [5, '"alabama ave"']
"union st" [5, '"103 st"']
"avenue p" [4, '"ave h"']
"broadway" [5, '"bowery"']
"westchester sq - e tremont av" [18, '"e tremont ave"']
"sutter av" [5, '"buhre ave"']
"116 st" [2, '"103 st"']
"new dorp" [6, '"ave p"']
"avenue i" [4, '"ave h"']
"parkside av" [4, '"burnside ave"']
"woodlawn" [6, '"broadway"']
"jamaica - van wyck" [9, '"jamaica-179 st"']
"e 105 st" [3, '"103 st"']
"cortlandt st" [6, '"broad st"']
"21 st - queensbridge" [14, '"110 st-cathedrl"']
"174-175 sts" [5, '"145 st"']
"bay pkwy" [5, '"bay 50 st"']
"broadway jct" [5, '"broad st"']
"world trade center" [9, '"barclays center"']
"beach 36 st" [3, '"beach 105 st"']
"bay 50 st" [5, '"110 st"']
"9 st" [2, '"14 st"']
"bergen st" [6, '"103 st"']
"65 st" [2, '"125 st"']
"harlem - 148 st" [9, '"beach 105 st"']
"forest hills - 71 av" [12, '"cypress hills"']
"broad st" [5, '"103 st"']
"5 av/53 st" [5, '"53 st"']
"elmhurst av" [6, '"church ave"']
"whitehall st" [6, '"high st"']
"grasmere" [6, '"1 ave"']
"8 av" [2, '"18 ave"']
"mosholu pkwy" [6, '"eastern pkwy"']
"richmond valley" [10, '"bedford ave"']
"66 st - lincoln center" [11, '"52 st-lincoln"']
"astoria blvd" [6, '"astor place"']
"75 av" [2, '"25 ave"']
"45 st" [2, '"125 st"']
"dekalb av" [6, '"canal st"']
"montrose av" [6, '"central ave"']
"morrison av- sound view" [15, '"journal square"']
"franklin st" [5, '"canal st"']
"aqueduct racetrack" [9, '"aqueduct-n cndt"']
"clark st" [5, '"103 st"']
"atlantic" [7, '"103 st"']
"houston st" [5, '"court sq"']
"junction blvd" [8, '"euclid ave"']
"49 st" [2, '"145 st"']
"mt eden av" [6, '"elder ave"']
