"","station","is_night","mean_entries","mean_exits"
"510","VAN ALSTON-21ST",1,1339.04761904762,633.809523809524
"511","VAN SICLEN AVE",0,3142.625,1756.375
"512","VAN SICLEN AVE",1,979.354838709677,2430.24193548387
"513","VAN WYCK BLVD",0,805.78125,475.03125
"514","VAN WYCK BLVD",1,362.142857142857,1829.91071428571
"515","VERNON/JACKSON",0,2049.34615384615,1601.30769230769
"516","VERNON/JACKSON",1,1550.27472527473,2981.7032967033
"517","W 4 ST-WASH SQ",0,NA,NA
"518","W 4 ST-WASH SQ",1,NA,NA
"519","W 8 ST-AQUARIUM",0,442.875,740.34375
"520","W 8 ST-AQUARIUM",1,1128.75,950.625
"521","WAKEFIELD-241",0,3058.2,2173.95
"522","WAKEFIELD-241",1,1523.14285714286,2302.42857142857
"523","WALL ST",0,752.298263534219,2553.37078651685
"524","WALL ST",1,2329.5606134372,1258.94839337877
"525","WASHINGTON-36 A",0,3850.5,2659.875
"526","WASHINGTON-36 A",1,2636.42857142857,5106.78571428571
"527","WESTCHESTER SQ",0,3772.75,2591.25
"528","WESTCHESTER SQ",1,3983.60655737705,5410.45081967213
"529","WHITLOCK AVE",0,772.875,355.625
"530","WHITLOCK AVE",1,539.761904761905,899.761904761905
"531","WILSON AVE",0,3992,1800
"532","WILSON AVE",1,1921.19047619048,4577.14285714286
"533","WINTHROP ST",0,17.8609025308858,74.3994017707505
"534","WINTHROP ST",1,11.452380952381,55.0595238095238
"535","WOODHAVEN BLVD",0,704.625,743.34375
"536","WOODHAVEN BLVD",1,513.14371257485,1745.65868263473
"537","WOODLAWN ROAD",0,1411.35,2319.6
"538","WOODLAWN ROAD",1,906,4330.42857142857
"539","WORLD TRADE CTR",0,1184.65909090909,3321.40909090909
"540","WORLD TRADE CTR",1,2004.87012987013,2625.32467532468
"541","YORK ST",0,4499.25,8682
"542","YORK ST",1,4338.33333333333,3339.7619047619
"543","ZEREGA AVE",0,890.875,624
"544","ZEREGA AVE",1,446.309523809524,881.428571428571
