"","station","station_id","daily_entries","daily_exits"
"328","LEXINGTON-53 ST","F11",2085.68758743263,2039.36822844147
"329","LIBERTY AVE","A52",123.10246979714,67.0311777679674
"330","LIVONIA AVE","L26",147.228390992598,119.113977828443
"331","LONGWOOD AVE","614",156.692857479135,140.432790890807
"332","LORIMER ST","L10",268.077551894223,83.9945718951294
"333","LORIMER ST","M13",225.877065435281,114.108629064235
"334","MAIN ST","701",2618.97590457305,2316.58298998727
"335","MARBLE HILL-225","106",255.910035337427,62.738226550698
"336","MARCY AVE","M16",599.552779154551,450.58371690237
"337","METROPOLITAN AV","G29",401.697364774926,253.090480317171
"338","METROPOLITAN AV","M01",193.647589335133,169.779301599009
"339","METS-WILLETS PT","702",163.722025652325,209.650692435747
"340","MIDDLETOWN ROAD","603",152.93577925075,160.511608636729
"341","MONTROSE AVE","L13",314.695079228713,196.733469909243
"342","MORGAN AVE","L14",316.83486716203,128.960786995734
"343","MORRIS PARK","505",97.9815087084331,107.456644910864
"344","MORRISON AVE","610",286.209000440658,261.423287553858
"345","MOSHOLU PARKWAY","402",417.140989581018,130.621451373385
"346","MT EDEN AVE","411",253.523183845433,193.879268091051
"347","MYRTLE AVE","L17",847.918544585426,598.364308529386
"348","MYRTLE AVE","M11",500.541714303022,336.294762203718
"349","MYRTLE-WILLOUGH","G32",251.219733477206,143.974301067372
"350","NASSAU AV","G28",395.972135722679,214.065968958089
"351","NECK ROAD","D38",178.751696551825,53.4139406555644
"352","NEPTUNE AVE","F39",77.0664015185754,27.3068611776492
"353","NEREID AVE","204",169.701261004189,69.8333400145486
"354","NEVINS ST","234",503.424917988641,457.721621009597
"355","NEW LOTS AVE","257",308.847188930124,205.934614495481
"356","NEW LOTS AVE","L27",233.644625627809,228.519594237378
"357","NEW UTRECHT AVE","B16",247.559881927923,243.052962816107
"358","NEW UTRECHT AVE","N04",0,0
"359","NEWKIRK AVE","246",354.4501729677,249.003027640935
"360","NEWKIRK PLAZA","D31",471.503035812974,493.5623628559
"361","NORTHERN BLVD","G16",335.633966861598,284.84179197995
"362","NORWOOD AVE","J21",159.027752958432,177.348598172116
"363","NORWOOD-205 ST","D01",380.104933362609,305.984200373619
"364","NOSTRAND AVE","248",192.327748567794,204.6684743613
"365","NOSTRAND AVE","A46",778.643118348704,571.003946822394
"366","OCEAN PARKWAY","D41",133.920211155205,79.9704723137161
"367","PARK PLACE","228",172.748150460243,141.055024113788
"368","PARK PLACE","S03",87.6616945742621,102.563780682529
"369","PARKSIDE AVE","D27",233.936587199313,190.295059586748
"370","PARSONS BLVD","F03",287.694913459655,293.882310639444
"371","PELHAM BAY PARK","601",335.659309931698,185.37490991934
"372","PELHAM PARKWAY","211",583.110599803399,290.183124114918
"373","PELHAM PARKWAY","504",583.110599803399,290.183124114918
"374","PENNSYLVANIA AV","255",279.23138648159,66.8859448443008
"375","PRESIDENT ST","241",182.926039830591,209.079208284371
"376","PRINCE ST-B'WAY","R22",723.079319396716,679.246146870502
"377","PROSPECT AVE","219",356.564138249872,100.221171265329
"378","PROSPECT AVE","R34",257.745036273387,234.736550944283
"379","PROSPECT PARK","D26",432.443873175316,424.20746137692
"380","QUEENS PLAZA","G21",508.156462425651,431.799527464495
"381","QUEENSBORO PLZ","718",513.114800346577,168.113289899696
"382","RALPH AVE","A49",256.52690018315,130.510284079144
"383","RECTOR ST","139",483.218564757068,348.925089920863
"384","RECTOR ST","R26",257.47045114107,107.711405924164
"385","ROCKAWAY AVE","253",246.443073363225,237.81663614444
"386","ROCKAWAY AVE","A50",238.028538449043,154.050390711465
"387","ROCKAWAY BLVD","A61",317.163010691794,83.5945672362887
"388","ROCKAWAY PK 116","H15",32.483129766189,41.3219890895329
"389","ROCKAWAY PKY","L29",613.521572660587,167.310830524716
"390","ROOSEVELT AVE","710",2264.12755191779,1937.35089731833
"391","ROOSEVELT AVE","G14",0,0
"392","ROOSEVELT IS","B06",258.853128514277,250.887209319653
"393","SARATOGA AVE","252",303.386977330591,137.522452751665
"394","SENECA AVE","M06",116.451120418099,130.355781621729
"395","SHEEPSHEAD BAY","D39",627.513252544277,624.383879636972
"396","SHEPHERD AVE","A54",148.136240909432,87.7719453771537
"397","SIMPSON ST","217",450.558927405667,74.9821851743047
"398","SMITH-9 ST","F22",221.927253476302,252.348980366236
"399","SOUTH FERRY","140",646.912359610865,628.750232569526
"400","SPRING ST","638",538.729197879945,560.048327335488
"401","SPRING ST","A33",584.302360340118,118.565118806356
"402","ST LAWRENCE AVE","609",180.324758216654,176.917142022859
"403","STEINWAY ST","G19",662.393937458024,500.182005940778
"404","STERLING ST","242",252.726529450646,178.424635233059
"405","STILLWELL AVE","D43",623.852608985373,596.989876586043
"406","SUTPHIN BLVD","F04",213.572478739191,128.050147356805
"407","SUTPHIN BLVD","G06",1062.39542878476,897.113763831767
"408","SUTTER AVE","251",353.115288239059,200.015846840693
"409","SUTTER AVE","L25",212.969298138386,156.212138671915
"410","THIRTY THIRD ST","R27",496.524682971014,157.295742753623
"411","TREMONT AVE","D07",412.3328679605,276.700169784326
"412","UNION ST","R32",296.918510441449,258.57392501542
"413","UNION TPK-KEW G","F06",1154.24312206228,1162.09881022327
"414","UTICA AVE","A48",700.874102635506,561.268711687517
"415","VAN ALSTON-21ST","G24",71.7851865452409,75.0896894490645
"416","VAN SICLEN AVE","256",145.246029340082,37.4821904918135
"417","VAN SICLEN AVE","A53",142.448347717831,138.503148394642
"418","VAN SICLEN AVE","J23",130.661782425764,141.941672449114
"419","VAN WYCK BLVD","F05",207.783421224146,108.360504340094
"420","VERNON/JACKSON","721",618.430059611242,521.625906409127
"421","W 4 ST-WASH SQ","A32",2005.96167000413,1928.7136894572
"422","W 8 ST-AQUARIUM","D42",90.7782154081123,64.045159632273
"423","WAKEFIELD-241","201",238.777493818727,249.108189475799
"424","WALL ST","230",1210.06590591951,1120.20287774187
"425","WALL ST","419",974.389703169848,745.785992886596
"426","WASHINGTON-36 A","R06",321.905475788288,287.231991774383
"427","WESTCHESTER SQ","604",318.406842908482,284.049827619628
"428","WHITEHALL ST","R27",1019.05702705084,1109.42457595383
"429","WHITLOCK AVE","612",74.7280743490305,75.4019493805746
"430","WILSON AVE","L20",194.18025523541,189.192055100302
"431","WINTHROP ST","243",343.754339656051,80.4480204205065
"432","WOODHAVEN BLVD","G11",998.313315495826,634.730986721612
"433","WOODHAVEN BLVD","J15",213.472060680824,109.712332584369
"434","WOODLAWN ROAD","401",332.420917180768,106.362098511555
"435","WORLD TRADE CTR","E01",596.254644682351,296.715166167357
"436","YORK ST","F18",443.390616337491,311.927382754828
